Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  4.00  3.67 -100000000.00 
   1  3.25  3.84  4.00 
   2  3.26  3.17  4.00 
   3  3.50  3.17  4.00 
   4  4.00  3.26  4.00 
   5  3.25  3.01  4.00 
   6  4.00  3.50  4.00 
   7  3.25  4.01  4.00 
   8  4.00  3.42  4.00 
   9  4.00  3.42  4.00 
  10  3.75  3.59  4.00 
  11  3.50  3.00  4.00 
  12  2.50  3.59  4.00 
  13  4.00  2.84  4.00 
  14  3.76  3.67  4.00 
  15  4.00  3.92  4.00 
  16  2.76  3.43  4.00 
  17  2.54  4.01  4.00 
  18  4.00  3.93  4.00 
  19  3.50  3.76  4.00 
  20  4.01  4.02  4.00 
  21  3.75  3.01  4.01 
  22  2.25  3.01  4.01 
  23  3.51  3.09  4.01 
  24  3.52  3.43  4.01 
  25  2.75  2.95  4.01 
  26  4.01  3.42  4.01 
  27  4.00  3.18  4.01 
  28  1.75  3.68  4.01 
  29  3.25  3.76  4.01 
  30  3.51  3.51  4.01 
  31  3.25  3.26  4.01 
  32  4.02  3.60  4.01 
  33  4.01  3.45  4.02 
  34  3.51  3.60  4.02 
  35  2.75  3.68  4.02 
  36  3.25  3.76  4.02 
  37  4.01  4.18  4.02 
  38  3.06  3.68  4.02 
  39  3.25  3.34  4.02 
  40  4.02  4.18  4.02 
  41  4.01  4.01  4.02 
  42  2.50  3.26  4.02 
  43  4.01  3.52  4.02 
  44  4.01  3.68  4.02 
  45  3.76  3.43  4.02 
  46  4.00  4.02  4.02 
  47  4.00  4.01  4.02 
  48  3.26  3.94  4.02 
  49  2.28  3.95  4.02 
  50  2.26  4.11  4.02 
  51  1.53  4.02  4.02 
  52  3.03  3.68  4.02 
  53  3.79  3.94  4.02 
  54  3.01  3.52  4.02 
  55  4.00  4.19  4.02 
  56  2.25  3.35  4.02 
  57  4.01  3.69  4.02 
  58  3.51  2.85  4.02 
  59  3.75  3.11  4.02 
  60  2.75  3.17  4.02 
  61  3.50  4.02  4.02 
  62  4.01  3.52  4.02 
  63  3.51  3.77  4.02 
  64  3.50  3.11  4.02 
  65  4.05  4.03  4.02 
  66  2.30  4.20  4.05 
  67  3.50  3.87  4.05 
  68  3.26  4.03  4.05 
  69  4.03  3.53  4.05 
  70  4.01  2.77  4.05 
  71  3.03  2.95  4.05 
  72  3.00  3.49  4.05 
  73  3.25  3.62  4.05 
  74  4.06  2.64  4.05 
  75  3.29  3.82  4.06 
  76  4.02  4.07  4.06 
  77  4.02  3.20  4.06 
  78  3.26  3.44  4.06 
  79  3.50  3.86  4.06 
  80  4.00  3.86  4.06 
  81  2.75  3.60  4.06 
  82  3.00  3.09  4.06 
  83  2.75  4.02  4.06 
  84  3.02  3.01  4.06 
  85  2.50  3.34  4.06 
  86  4.00  3.53  4.06 
  87  3.25  3.62  4.06 
  88  2.76  3.60  4.06 
  89  3.27  4.03  4.06 
  90  4.52  3.62  4.06 
  91  1.76  3.63  4.52 
  92  2.76  3.58  4.52 
  93  4.03  3.40  4.52 
  94  4.07  3.54  4.52 
  95  4.01  3.86  4.52 
  96  3.01  3.88  4.52 
  97  2.77  3.38  4.52 
  98  4.00  3.64  4.52 
  99  4.02  3.80  4.52 
 100  2.76  4.05  4.52 
 101  4.01  2.78  4.52 
 102  4.01  3.93  4.52 
 103  3.27  4.07  4.52 
 104  3.77  3.97  4.52 
 105  4.52  4.02  4.52 
 106  2.31  3.42  4.52 
 107  4.00  3.59  4.52 
 108  2.76  3.26  4.52 
 109  2.75  4.01  4.52 
 110  2.51  3.84  4.52 
 111  2.00  2.84  4.52 
 112  4.00  3.17  4.52 
 113  3.77  3.84  4.52 
 114  2.00  3.59  4.52 
 115  4.51  3.92  4.52 
 116  4.00  3.59  4.52 
 117  2.75  4.00  4.52 
 118  4.01  3.92  4.52 
 119  4.05  3.42  4.52 
 120  4.04  3.59  4.52 
 121  2.00  3.42  4.52 
 122  3.28  3.34  4.52 
 123  4.00  3.59  4.52 
 124  3.76  3.59  4.52 
 125  3.25  3.84  4.52 
 126  4.00  4.00  4.52 
 127  4.01  3.17  4.52 
 128  4.00  3.34  4.52 
 129  4.01  4.00  4.52 
 130  3.25  3.67  4.52 
 131  2.75  3.67  4.52 
 132  4.01  3.17  4.52 
 133  2.75  3.59  4.52 
 134  4.01  3.34  4.52 
 135  4.01  3.50  4.52 
 136  3.25  3.67  4.52 
 137  3.25  3.17  4.52 
 138  4.02  4.00  4.52 
 139  2.76  3.34  4.52 
 140  3.25  3.50  4.52 
 141  2.76  3.09  4.52 
 142  4.00  2.92  4.52 
 143  3.52  3.42  4.52 
 144  2.76  4.00  4.52 
 145  3.51  2.75  4.52 
 146  4.00  3.67  4.52 
 147  4.01  3.67  4.52 
 148  3.50  3.92  4.52 
 149  4.01  4.00  4.52 
 150  2.77  3.75  4.52 
 151  4.01  3.59  4.52 
 152  4.00  3.84  4.52 
 153  2.76  3.67  4.52 
 154  2.50  3.92  4.52 
 155  4.00  3.92  4.52 
 156  4.03  3.84  4.52 
 157  4.01  4.00  4.52 
 158  2.50  3.50  4.52 
 159  4.02  3.84  4.52 
 160  4.00  3.67  4.52 
 161  4.02  3.50  4.52 
 162  3.84  3.25  4.52 
 163  2.82  3.59  4.52 
 164  3.01  3.75  4.52 
 165  4.00  4.00  4.52 
 166  3.00  3.50  4.52 
 167  4.00  4.01  4.52 
 168  2.75  3.50  4.52 
 169  4.02  3.59  4.52 
 170  3.02  3.92  4.52 
 171  4.02  4.00  4.52 
 172  4.02  3.59  4.52 
 173  4.01  3.59  4.52 
 174  2.26  3.60  4.52 
 175  4.04  3.34  4.52 
 176  3.02  3.27  4.52 
 177  3.76  4.03  4.52 
 178  4.01  3.96  4.52 
 179  4.01  3.09  4.52 
 180  4.01  3.17  4.52 
 181  4.02  2.93  4.52 
 182  4.01  3.60  4.52 
 183  4.01  3.94  4.52 
 184  2.75  3.97  4.52 
 185  4.52  3.14  4.52 
 186  4.01  3.59  4.52 
 187  4.02  3.64  4.52 
 188  2.78  3.35  4.52 
 189  3.02  3.27  4.52 
 190  4.01  3.35  4.52 
 191  3.01  3.65  4.52 
 192  3.76  3.45  4.52 
 193  2.75  3.68  4.52 
 194  3.51  3.43  4.52 
 195  2.50  3.37  4.52 
 196  3.25  3.59  4.52 
 197  3.26  3.45  4.52 
 198  4.02  4.03  4.52 
 199  2.26  4.00  4.52 
 200  3.51  3.60  4.52 
 201  3.25  3.60  4.52 
 202  4.01  2.52  4.52 
 203  3.75  3.09  4.52 
 204  4.01  3.56  4.52 
