Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.03  0.04 -100000000.00 
   1  0.04  0.03  0.03 
   2  0.03  0.03  0.04 
   3  0.07  0.04  0.04 
   4  0.07  0.05  0.07 
   5  0.06  0.05  0.07 
   6  0.05  0.06  0.07 
   7  0.04  0.07  0.07 
   8  0.11  0.09  0.07 
   9  0.05  0.07  0.11 
  10  0.08  0.07  0.11 
  11  0.07  0.07  0.11 
  12  0.10  0.09  0.11 
  13  0.05  0.11  0.11 
  14  0.20  0.11  0.11 
  15  0.10  0.13  0.20 
  16  0.09  0.13  0.20 
  17  0.12  0.19  0.20 
  18  0.26  0.18  0.20 
  19  0.17  0.23  0.26 
  20  0.12  0.24  0.26 
  21  0.14  0.42  0.26 
  22  0.25  0.57  0.26 
  23  0.31  0.53  0.26 
  24  0.16  0.68  0.31 
  25  0.09  0.37  0.31 
  26  0.31  0.40  0.31 
  27  0.11  0.30  0.31 
  28  0.15  0.33  0.31 
  29  0.30  0.35  0.31 
  30  0.26  0.40  0.31 
  31  0.12  0.42  0.31 
  32  0.27  0.50  0.31 
  33  0.27  0.40  0.31 
  34  0.25  0.43  0.31 
  35  0.36  0.47  0.31 
  36  0.22  0.59  0.36 
  37  0.12  0.36  0.36 
  38  0.23  0.42  0.36 
  39  0.52  0.51  0.36 
  40  0.35  0.78  0.52 
  41  0.24  0.96  0.52 
  42  0.51  0.99  0.52 
  43  0.96  1.46  0.52 
  44  0.45  1.37  0.96 
  45  0.31  1.86  0.96 
  46  0.42  1.92  0.96 
  47  0.88  2.05  0.96 
  48  0.43  2.13  0.96 
  49  1.26  2.09  0.96 
  50  0.72  2.39  1.26 
  51  0.43  2.27  1.26 
  52  0.29  2.62  1.26 
  53  0.81  2.14  1.26 
  54  0.52  2.01  1.26 
  55  0.48  1.75  1.26 
  56  0.73  1.73  1.26 
  57  1.39  2.92  1.26 
  58  0.46  3.49  1.39 
  59  0.46  1.61  1.39 
  60  0.27  1.50  1.39 
  61  1.18  1.26  1.39 
  62  0.50  2.73  1.39 
  63  0.54  1.33  1.39 
  64  0.51  1.64  1.39 
  65  0.80  1.67  1.39 
  66  0.47  1.54  1.39 
  67  0.24  1.76  1.39 
  68  0.56  1.56  1.39 
  69  1.09  0.75  1.39 
  70  0.86  1.31  1.39 
  71  0.53  0.93  1.39 
  72  1.30  0.83  1.39 
  73  0.45  1.54  1.39 
  74  0.99  2.65  1.39 
  75  0.44  0.98  1.39 
  76  0.64  1.19  1.39 
  77  0.55  2.58  1.39 
  78  1.02  2.66  1.39 
  79  0.75  1.41  1.39 
  80  0.72  0.99  1.39 
  81  1.25  2.76  1.39 
  82  0.56  3.34  1.39 
  83  0.53  0.42  1.39 
  84  0.75  0.65  1.39 
  85  0.66  0.50  1.39 
  86  0.35  2.56  1.39 
  87  0.75  1.51  1.39 
  88  0.81  0.23  1.39 
  89  0.76  0.39  1.39 
  90  0.74  2.15  1.39 
  91  0.76  1.63  1.39 
  92  1.03  1.55  1.39 
  93  0.94  3.15  1.39 
  94  0.69  2.69  1.39 
  95  1.13  0.83  1.39 
  96  1.64  0.88  1.39 
  97  1.45  1.47  1.64 
  98  2.14  1.14  1.64 
  99  0.43  1.22  2.14 
