Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.02  0.02 -100000000.00 
   1  0.02  0.02  0.02 
   2  0.01  0.02  0.02 
   3  0.04  0.02  0.02 
   4  0.05  0.03  0.04 
   5  0.03  0.03  0.05 
   6  0.05  0.04  0.05 
   7  0.02  0.06  0.05 
   8  0.07  0.08  0.05 
   9  0.08  0.13  0.07 
  10  0.07  0.08  0.08 
  11  0.10  0.09  0.08 
  12  0.05  0.11  0.10 
  13  0.08  0.33  0.10 
  14  0.14  0.44  0.10 
  15  0.07  0.36  0.14 
  16  0.07  0.55  0.14 
  17  0.11  0.35  0.14 
  18  0.17  0.44  0.14 
  19  0.17  0.49  0.17 
  20  0.11  0.42  0.17 
  21  0.16  0.45  0.17 
  22  0.15  0.75  0.17 
  23  0.17  0.71  0.17 
  24  0.23  0.76  0.17 
  25  0.09  0.63  0.23 
  26  0.07  0.74  0.23 
  27  0.12  0.58  0.23 
  28  0.08  0.74  0.23 
  29  0.13  0.78  0.23 
  30  0.28  0.75  0.23 
  31  0.19  0.77  0.28 
  32  0.15  0.79  0.28 
  33  0.23  0.80  0.28 
  34  0.14  0.81  0.28 
  35  0.17  0.78  0.28 
  36  0.21  0.59  0.28 
  37  0.15  0.57  0.28 
  38  0.18  0.48  0.28 
  39  0.22  0.54  0.28 
  40  0.17  0.58  0.28 
  41  0.23  0.61  0.28 
  42  0.20  0.61  0.28 
  43  0.24  0.70  0.28 
  44  0.27  0.64  0.28 
  45  0.15  0.63  0.28 
  46  0.34  0.66  0.28 
  47  0.21  0.49  0.34 
  48  0.23  0.63  0.34 
  49  0.32  0.78  0.34 
  50  0.21  0.79  0.34 
  51  0.24  0.76  0.34 
  52  0.16  0.79  0.34 
  53  0.24  0.81  0.34 
  54  0.39  0.64  0.34 
  55  0.25  0.40  0.39 
  56  0.20  0.38  0.39 
  57  0.29  0.38  0.39 
  58  0.36  0.59  0.39 
  59  0.27  0.79  0.39 
