iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,num_samples,time_VF,VF_error_before,VF_error_after,env_samples,eval_score,eval_success
0,1.25117826461792,-1.9139957659167313,0.03206507726171828,-1.858968579239718,-1.9364251345046306,0.0,0.09999572781285185,0.1,0.12311935424804688,0.28588080406188965,0.051132742,1.7689849,-1.9139957659167313,0.0,-0.0255085301716806,0.0,92,0.006389141082763672,1.0529603953943822,1.0529603953943822,92,-1.9098240045213937,0.0
1,0.9640090465545654,-1.8177448941120942,0.07082389471351483,-1.72952842603854,-1.9166519123912527,0.0,0.10167958986926307,0.1,0.0026912689208984375,0.04771137237548828,0.049730826,2.228812,-1.9043706787362675,0.0,-0.02422775997430833,0.0,81,0.003003835678100586,1.0547635718945276,1.0547635718945276,173,-1.8976220469873875,0.0
2,1.2621796131134033,-1.8898936065538003,0.02659534397173359,-1.852074256460107,-1.9272922495901372,0.0,0.10345159736127281,0.1,0.0025801658630371094,0.04813957214355469,0.052096587,2.648639,-1.902922971518021,0.0,-0.02521811397187733,0.0,82,0.0026175975799560547,1.052803680048182,1.052803680048182,255,-1.8995628600428924,0.0
3,1.1620163917541504,-1.886148499818709,0.05146126601694385,-1.8039307894290948,-1.9437764406738862,0.0,0.09581113599078095,0.1,0.0023047924041748047,0.0457463264465332,0.05264709,3.715716,-1.90124552434809,0.0,-0.025204149737003,0.0,67,0.0024919509887695312,1.0525702161830155,1.0525702161830155,322,-1.9019216879796688,0.0
4,1.0660400390625,-1.8703952512742021,0.07125953319091108,-1.7562217916870941,-1.9362660086429213,0.0,0.10228296319484834,0.1,0.002486705780029297,0.04709887504577637,0.0514085,1.4436285,-1.8981604970407011,0.0,-0.024943579320007965,0.0,85,0.002429962158203125,1.0527447829987904,1.0527447829987904,407,-1.9006051048469814,0.0
5,1.126817226409912,-1.9101694372085534,0.026928251483649992,-1.874188924079225,-1.9385700182444596,0.0,0.0978761989622546,0.1,0.002337932586669922,0.04588484764099121,0.05193987,1.9059342,-1.8993613910574862,0.0,-0.025467973964121038,0.0,78,0.0026140213012695312,1.0549642732450637,1.0549642732450637,485,-1.9053003867179565,0.0
6,1.1087136268615723,-1.906917637682951,0.038716866589676574,-1.852018386040002,-1.9521159869162241,0.0,0.10171030153410004,0.1,0.0025441646575927734,0.047812700271606445,0.050369125,1.2226357,-1.9001170157200327,0.0,-0.025449243346530342,0.0,78,0.003286600112915039,1.051720506483706,1.051720506483706,563,-1.903652720742371,0.0
7,1.1262061595916748,-1.918485390182166,0.018347944093081422,-1.888633226119203,-1.9377949079467833,0.0,0.10505785541840781,0.1,0.002529621124267578,0.05170011520385742,0.04937212,2.6412325,-1.9019538531662459,0.0,-0.02557519713238982,0.0,82,0.00262451171875,1.052009129641133,1.052009129641133,645,-1.8961741014625266,0.0
8,1.158562183380127,-1.8991615964437978,0.03794323679986238,-1.8426890089331596,-1.9413430802472982,0.0,0.09002803329305054,0.1,0.0022809505462646484,0.04608297348022461,0.049728073,2.0623467,-1.901674627494001,0.0,-0.02545586290138225,0.0,59,0.0031087398529052734,1.0512927106665262,1.0512927106665262,704,-1.8952216075391446,0.0
9,1.2878551483154297,-1.8912024523626931,0.024599437013254236,-1.848908435177735,-1.9101313990064521,0.0,0.09735581369405745,0.1,0.0026390552520751953,0.05262899398803711,0.048133932,2.3114245,-1.9006274099808702,0.0,-0.025230214198871732,0.0,80,0.0027704238891601562,1.053281749621601,1.053281749621601,784,-1.8966643211371297,0.0
10,1.227281093597412,-1.9016806178569556,0.02102159451486749,-1.8761027960477514,-1.9310115799521723,0.0,0.09939709995889977,0.1,0.0024900436401367188,0.048692941665649414,0.04932537,2.4021518,-1.9007327307684787,0.0,-0.025364568860145643,0.0,83,0.002846956253051758,1.0506908938334183,1.0506908938334183,867,-1.8941748572458152,0.0
11,1.2916264533996582,-1.9249439865540168,0.00558368615164099,-1.9168018454876763,-1.9325121305985633,0.0,0.10087954181571757,0.1,0.0024862289428710938,0.0484919548034668,0.048720665,1.4743676,-1.9031538563470327,0.0,-0.025656958093309156,0.0,83,0.002540111541748047,1.0524938880191494,1.0524938880191494,950,-1.8964098080455338,0.0
12,1.28513765335083,-1.8944283261763468,0.06243896740413278,-1.7880469182618004,-1.9482396748431547,0.0,0.10178547280842336,0.1,0.0024406909942626953,0.05034375190734863,0.04939647,1.7482549,-1.9022813033299641,0.0,-0.025254797912399242,0.0,82,0.0027718544006347656,1.0530578884935398,1.0530578884935398,1032,-1.8906690504880217,0.0
13,1.2016119956970215,-1.887539789722929,0.037585212260597176,-1.8245778843363294,-1.9199224502331527,0.0,0.1009756415451714,0.1,0.0032923221588134766,0.05478072166442871,0.050501052,2.234541,-1.9008071519692606,0.0,-0.02516425927151643,0.0,89,0.0030319690704345703,1.05197329843183,1.05197329843183,1121,-1.8860858602414927,0.0
14,1.1900875568389893,-1.8828615435726885,0.05975112292650572,-1.7798853046684768,-1.9226036565329847,0.0,0.09166794849143874,0.1,0.00901651382446289,0.04876422882080078,0.05086547,1.9012153,-1.8990125911296036,0.0,-0.02513304181343091,0.0,64,0.004523754119873047,1.0515316593281774,1.0515316593281774,1185,-1.8747112435800124,0.0
