Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.02  0.02 -100000000.00 
   1  0.02  0.02  0.02 
   2  0.01  0.01  0.02 
   3  0.03  0.02  0.02 
   4  0.03  0.02  0.03 
   5  0.03  0.02  0.03 
   6  0.03  0.05  0.03 
   7  0.04  0.07  0.03 
   8  0.06  0.15  0.04 
   9  0.04  0.26  0.06 
  10  0.10  0.15  0.06 
  11  0.07  0.15  0.10 
  12  0.04  0.14  0.10 
  13  0.09  0.20  0.10 
  14  0.31  0.22  0.10 
  15  0.03  0.24  0.31 
  16  0.06  0.40  0.31 
  17  0.04  0.39  0.31 
  18  0.23  0.30  0.31 
  19  0.08  0.42  0.31 
  20  0.05  0.50  0.31 
  21  0.11  0.58  0.31 
  22  0.47  0.94  0.31 
  23  0.16  1.12  0.47 
  24  0.40  1.00  0.47 
  25  0.06  0.75  0.47 
  26  0.07  0.75  0.47 
  27  0.05  0.78  0.47 
  28  0.17  0.62  0.47 
  29  0.06  0.74  0.47 
  30  0.50  0.88  0.47 
  31  0.08  0.92  0.50 
  32  0.08  1.01  0.50 
  33  0.21  0.91  0.50 
  34  0.09  0.92  0.50 
  35  0.13  0.89  0.50 
  36  0.23  1.00  0.50 
  37  0.12  1.28  0.50 
  38  0.30  1.26  0.50 
  39  0.28  1.34  0.50 
  40  0.25  1.31  0.50 
  41  0.39  1.36  0.50 
  42  0.35  1.40  0.50 
  43  0.60  1.60  0.50 
  44  0.52  1.49  0.60 
  45  0.28  0.96  0.60 
  46  0.38  1.17  0.60 
  47  0.48  1.29  0.60 
  48  0.37  1.29  0.60 
  49  0.39  1.89  0.60 
  50  0.35  1.55  0.60 
  51  0.57  1.39  0.60 
  52  0.36  1.50  0.60 
  53  0.61  1.49  0.60 
  54  0.88  1.36  0.61 
  55  0.66  1.26  0.88 
  56  0.35  1.23  0.88 
  57  0.50  1.33  0.88 
  58  0.47  1.51  0.88 
  59  0.53  1.59  0.88 
  60  0.15  1.07  0.88 
  61  0.79  1.11  0.88 
  62  0.50  1.10  0.88 
  63  0.43  1.25  0.88 
  64  0.30  1.16  0.88 
  65  0.92  1.25  0.88 
  66  0.58  0.60  0.92 
  67  0.54  0.47  0.92 
  68  0.40  0.31  0.92 
  69  0.70  0.36  0.92 
  70  0.46  0.30  0.92 
  71  0.40  0.26  0.92 
  72  0.73  0.29  0.92 
  73  0.71  0.23  0.92 
  74  0.41  0.12  0.92 
  75  0.57  0.19  0.92 
  76  0.48  0.17  0.92 
  77  0.71  0.32  0.92 
  78  0.25  0.48  0.92 
  79  0.63  0.68  0.92 
  80  0.71  0.26  0.92 
  81  0.51  0.28  0.92 
  82  0.69  0.41  0.92 
  83  0.91  0.64  0.92 
  84  0.56  0.83  0.92 
  85  0.68  0.46  0.92 
  86  0.48  0.30  0.92 
  87  0.78  0.45  0.92 
  88  0.65  0.21  0.92 
  89  0.38  0.25  0.92 
  90  1.10  0.21  0.92 
  91  0.64  0.54  1.10 
  92  0.57  0.73  1.10 
  93  0.58  1.14  1.10 
  94  0.84  0.77  1.10 
  95  0.41  1.07  1.10 
  96  1.11  2.09  1.10 
  97  1.03  2.03  1.11 
  98  0.82  1.39  1.11 
  99  1.13  1.88  1.11 
 100  0.42  2.28  1.13 
 101  0.55  1.67  1.13 
 102  0.54  2.09  1.13 
 103  0.93  2.61  1.13 
 104  0.50  2.58  1.13 
 105  0.66  2.63  1.13 
 106  0.83  2.27  1.13 
 107  0.88  2.21  1.13 
 108  0.81  2.27  1.13 
 109  0.66  2.48  1.13 
 110  1.16  1.88  1.13 
 111  0.73  2.23  1.16 
 112  0.68  0.72  1.16 
 113  0.64  0.66  1.16 
 114  0.97  0.75  1.16 
 115  1.28  1.03  1.16 
 116  0.98  1.25  1.28 
 117  0.38  0.67  1.28 
 118  1.35  1.23  1.28 
 119  1.09  1.37  1.35 
 120  0.90  0.76  1.35 
 121  0.86  1.03  1.35 
 122  0.69  0.99  1.35 
 123  0.94  1.28  1.35 
 124  0.44  1.50  1.35 
 125  1.02  1.95  1.35 
 126  0.73  2.62  1.35 
 127  1.08  2.67  1.35 
 128  1.13  2.81  1.35 
 129  1.12  2.96  1.35 
 130  0.74  2.41  1.35 
 131  1.28  2.59  1.35 
 132  0.93  2.28  1.35 
 133  1.04  0.67  1.35 
 134  1.01  1.21  1.35 
 135  0.62  1.31  1.35 
 136  1.08  2.30  1.35 
 137  0.68  1.89  1.35 
 138  1.07  2.22  1.35 
 139  1.13  2.21  1.35 
 140  0.90  2.16  1.35 
 141  0.78  2.09  1.35 
 142  0.74  0.84  1.35 
 143  0.80  2.60  1.35 
 144  0.84  1.30  1.35 
 145  0.99  1.66  1.35 
 146  0.82  2.68  1.35 
 147  0.83  2.19  1.35 
 148  0.71  1.74  1.35 
 149  0.79  1.47  1.35 
 150  1.23  1.88  1.35 
 151  0.69  0.92  1.35 
 152  1.05  1.11  1.35 
 153  0.90  3.11  1.35 
 154  1.21  2.24  1.35 
 155  0.40  3.01  1.35 
 156  1.33  2.33  1.35 
 157  0.85  2.95  1.35 
 158  0.67  1.18  1.35 
 159  0.77  1.19  1.35 
 160  1.13  1.44  1.35 
 161  1.47  2.25  1.35 
 162  0.95  1.01  1.47 
 163  1.59  1.14  1.47 
 164  1.61  2.08  1.59 
 165  1.31  1.04  1.61 
 166  1.13  2.07  1.61 
 167  0.93  1.60  1.61 
 168  1.18  2.02  1.61 
 169  0.87  2.08  1.61 
 170  0.68  2.61  1.61 
 171  1.49  0.88  1.61 
 172  0.65  1.10  1.61 
 173  0.96  0.70  1.61 
 174  0.50  0.90  1.61 
 175  1.55  0.76  1.61 
 176  1.38  0.62  1.61 
 177  0.90  0.55  1.61 
 178  1.06  1.53  1.61 
 179  1.29  0.99  1.61 
 180  1.08  1.92  1.61 
 181  1.05  1.38  1.61 
 182  1.41  1.55  1.61 
 183  1.08  1.95  1.61 
 184  1.16  1.80  1.61 
 185  0.65  1.33  1.61 
 186  0.92  1.49  1.61 
 187  1.36  1.06  1.61 
 188  1.10  1.11  1.61 
 189  1.11  1.46  1.61 
 190  1.25  1.50  1.61 
 191  0.99  1.59  1.61 
 192  0.88  1.39  1.61 
 193  1.04  1.44  1.61 
 194  1.38  1.71  1.61 
 195  0.97  1.40  1.61 
 196  1.16  1.57  1.61 
 197  0.61  1.67  1.61 
 198  1.12  1.22  1.61 
 199  0.75  1.01  1.61 
 200  0.75  1.63  1.61 
 201  1.27  1.72  1.61 
 202  1.36  1.42  1.61 
 203  0.57  0.91  1.61 
 204  1.30  2.00  1.61 
 205  0.74  2.20  1.61 
 206  0.88  2.76  1.61 
 207  1.69  2.18  1.61 
 208  1.54  2.27  1.69 
 209  1.02  2.82  1.69 
 210  1.44  2.96  1.69 
 211  1.32  2.78  1.69 
 212  1.05  1.95  1.69 
 213  0.94  2.32  1.69 
 214  0.96  2.70  1.69 
 215  1.48  2.01  1.69 
 216  1.03  2.92  1.69 
 217  1.13  1.90  1.69 
 218  0.98  1.92  1.69 
 219  1.91  2.85  1.69 
 220  1.35  2.25  1.91 
 221  0.58  2.70  1.91 
 222  1.62  2.35  1.91 
 223  1.42  2.00  1.91 
 224  1.15  1.28  1.91 
 225  1.45  1.78  1.91 
 226  1.40  1.28  1.91 
 227  1.26  1.47  1.91 
 228  1.11  1.26  1.91 
 229  1.21  1.43  1.91 
 230  0.78  0.96  1.91 
 231  1.18  1.00  1.91 
 232  1.30  0.92  1.91 
 233  1.19  1.01  1.91 
 234  2.51  2.24  1.91 
 235  0.90  1.02  2.51 
 236  1.34  1.87  2.51 
 237  1.36  1.24  2.51 
 238  1.05  1.65  2.51 
 239  0.93  2.69  2.51 
 240  1.03  2.48  2.51 
 241  1.16  2.84  2.51 
 242  1.18  2.57  2.51 
 243  1.40  2.29  2.51 
 244  1.01  1.61  2.51 
 245  1.36  1.69  2.51 
 246  1.26  1.64  2.51 
 247  1.23  1.89  2.51 
 248  1.03  2.44  2.51 
 249  1.09  2.66  2.51 
 250  1.77  2.20  2.51 
 251  1.05  1.81  2.51 
 252  1.68  2.36  2.51 
 253  1.73  2.48  2.51 
 254  1.30  1.90  2.51 
 255  1.18  2.70  2.51 
 256  1.76  3.12  2.51 
 257  1.50  2.76  2.51 
 258  1.47  2.93  2.51 
