Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  1.02  1.01 -100000000.00 
   1  1.03  1.02  1.02 
   2  1.03  1.02  1.03 
   3  1.04  1.01  1.03 
   4  1.03  1.02  1.04 
   5  1.04  1.01  1.04 
   6  1.03  1.02  1.04 
   7  1.02  1.02  1.04 
   8  1.06  1.02  1.04 
   9  1.04  1.03  1.06 
  10  1.03  1.01  1.06 
  11  1.04  1.01  1.06 
  12  1.06  1.02  1.06 
  13  1.05  1.02  1.06 
  14  1.12  1.02  1.06 
  15  1.05  1.03  1.12 
  16  1.04  1.03  1.12 
  17  1.04  1.03  1.12 
  18  1.08  1.02  1.12 
  19  1.04  1.02  1.12 
  20  1.06  1.02  1.12 
  21  1.05  1.02  1.12 
  22  1.08  1.01  1.12 
  23  1.02  1.01  1.12 
  24  1.11  1.01  1.12 
  25  1.03  1.01  1.12 
  26  1.03  1.01  1.12 
  27  1.02  1.01  1.12 
  28  1.04  1.02  1.12 
  29  1.03  1.01  1.12 
  30  1.04  1.01  1.12 
  31  1.08  1.01  1.12 
  32  1.04  1.01  1.12 
  33  1.07  1.01  1.12 
  34  1.04  1.01  1.12 
  35  1.09  1.01  1.12 
  36  1.22  1.01  1.12 
  37  1.07  1.01  1.22 
  38  1.07  1.01  1.22 
  39  1.07  1.01  1.22 
  40  1.08  1.01  1.22 
  41  1.26  1.02  1.22 
  42  1.13  1.02  1.26 
  43  1.23  1.02  1.26 
  44  1.19  1.02  1.26 
  45  1.07  1.03  1.26 
  46  1.53  1.06  1.26 
  47  1.46  1.07  1.53 
  48  1.33  1.08  1.53 
  49  1.34  1.08  1.53 
  50  1.17  1.15  1.53 
  51  1.25  1.19  1.53 
  52  1.13  1.17  1.53 
  53  1.46  1.23  1.53 
  54  1.47  1.33  1.53 
  55  1.10  1.22  1.53 
  56  1.43  1.53  1.53 
  57  1.49  1.63  1.53 
  58  1.27  1.36  1.53 
  59  1.27  1.35  1.53 
  60  1.11  1.49  1.53 
  61  1.15  1.24  1.53 
  62  1.26  1.25  1.53 
  63  1.39  1.10  1.53 
  64  1.26  1.15  1.53 
  65  1.39  1.22  1.53 
  66  1.31  1.15  1.53 
  67  1.48  1.33  1.53 
  68  1.62  1.29  1.53 
  69  1.66  1.08  1.62 
  70  1.33  1.23  1.66 
  71  1.53  1.24  1.66 
  72  1.83  1.31  1.66 
  73  1.98  1.56  1.83 
  74  1.61  1.68  1.98 
  75  1.31  1.57  1.98 
  76  1.56  1.46  1.98 
  77  1.43  1.25  1.98 
  78  1.46  1.22  1.98 
  79  1.72  1.29  1.98 
  80  1.55  1.40  1.98 
  81  2.28  1.39  1.98 
  82  1.30  1.34  2.28 
  83  1.36  1.56  2.28 
  84  1.58  1.98  2.28 
  85  1.87  1.83  2.28 
  86  2.39  1.70  2.28 
  87  1.31  1.71  2.39 
  88  1.80  1.52  2.39 
  89  1.80  2.02  2.39 
  90  1.63  1.69  2.39 
  91  1.58  1.77  2.39 
  92  1.36  1.77  2.39 
  93  1.57  1.52  2.39 
  94  1.44  1.43  2.39 
  95  1.75  1.90  2.39 
  96  1.94  1.69  2.39 
  97  2.13  1.93  2.39 
  98  2.05  2.38  2.39 
  99  2.48  1.96  2.39 
 100  1.41  2.69  2.48 
 101  1.58  2.80  2.48 
 102  2.28  2.63  2.48 
 103  2.16  2.37  2.48 
 104  2.01  2.50  2.48 
 105  1.65  2.01  2.48 
 106  2.35  3.77  2.48 
 107  3.06  2.21  2.48 
 108  2.76  1.75  3.06 
 109  2.42  1.74  3.06 
 110  2.01  1.84  3.06 
 111  1.74  1.96  3.06 
 112  1.88  2.19  3.06 
 113  1.66  1.95  3.06 
 114  2.25  2.06  3.06 
 115  2.26  2.28  3.06 
 116  2.39  2.22  3.06 
 117  1.43  1.71  3.06 
 118  2.10  1.76  3.06 
 119  1.73  2.28  3.06 
 120  1.63  2.18  3.06 
 121  1.91  2.00  3.06 
 122  1.92  1.50  3.06 
 123  2.07  1.45  3.06 
 124  1.79  1.43  3.06 
 125  2.20  1.50  3.06 
 126  1.73  1.57  3.06 
 127  3.11  1.73  3.06 
 128  1.97  1.61  3.11 
