iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,effort,num_samples,time_VF,VF_error_before,VF_error_after,env_samples,eval_score,eval_success
0,0.9390285015106201,-542.2324619588651,8.60183357593964,-533.6506976284365,-552.1324153661982,0.25,0.0967751854284618,0.1,0.029955148696899414,0.03949165344238281,0.054971147,1.4275796,-542.2324619588651,-0.1197820610095111,-0.19917534755786565,0.25,0.05949641138747716,73,0.003297090530395508,0.9998627847026534,0.9998627847026534,73,-577.1354143559762,0.49999999999999994
1,1.085726261138916,-533.7442148792059,6.104202684661355,-526.1515699471782,-542.970913915799,0.375,0.14114724316879002,0.1,0.002176523208618164,0.050464630126953125,0.05300048,0.816394,-541.3836372508993,-0.1078309180001608,-0.15916835166690688,0.375,0.060375672849892544,74,0.0037500858306884766,0.9998616614438764,0.9998616614438764,147,-578.521367753444,0.49999999999999994
2,1.1313059329986572,-541.0612826034172,4.233844942865686,-534.6355394957839,-546.4497180922926,0.25,0.14303613135494517,0.1,0.0020949840545654297,0.039003849029541016,0.04957548,0.69546646,-541.3514017861511,-0.11394817895088216,-0.19443398627261002,0.25,0.05717027183373873,68,0.002315998077392578,0.9998624478238783,0.9998624478238783,215,-593.9104498782715,0.49999999999999994
3,1.1169207096099854,-542.5100549795171,9.219528699417875,-528.5098170623485,-552.3216858311788,0.375,0.13382258765465482,0.1,0.0020689964294433594,0.039824485778808594,0.04972793,0.70292836,-541.4672671054877,-0.11814627244996825,-0.2025962920827946,0.375,0.05827489483183952,74,0.0023670196533203125,0.9998591730737196,0.9998591730737196,289,-594.2276823479274,0.49999999999999994
4,1.179347276687622,-533.9724147608624,7.65195963225874,-521.3709444449627,-541.9259894039908,0.5,0.14119244555246294,0.1,0.00231170654296875,0.040204763412475586,0.04969333,0.7916927,-540.7177818710252,-0.11307804986109517,-0.15838136117860419,0.5,0.058939384954066164,71,0.0022516250610351562,0.9998609602403792,0.9998609602403792,360,-598.8288132108725,0.49999999999999994
5,1.2637169361114502,-538.8588377202932,7.191912316993721,-529.087931534924,-547.7707206000514,0.5,0.1384769670453927,0.1,0.0019989013671875,0.04002118110656738,0.04843338,1.0058383,-540.531887455952,-0.1138533115060874,-0.18443231655034423,0.5,0.059832465318910656,71,0.0021567344665527344,0.9998623631849801,0.9998623631849801,431,-599.8699643971236,0.49999999999999994
6,1.1382458209991455,-533.6234197643774,8.769690237086158,-522.5403549674331,-543.667518618181,0.5,0.13943601500343514,0.1,0.0020771026611328125,0.04037213325500488,0.050927978,0.81092286,-539.8410406867945,-0.12057011134703682,-0.15718349218211453,0.5,0.05924232352738803,69,0.0038726329803466797,0.9998611133473774,0.9998611133473774,500,-578.8027597345675,0.49999999999999994
7,1.1815555095672607,-534.2504546150349,6.07390537264168,-526.6387372428287,-543.4200693133374,0.5,0.1353772975999236,0.1,0.026270151138305664,0.1008448600769043,0.049286496,1.0661684,-539.2819820796185,-0.11149915349164348,-0.1617562430930196,0.5,0.05999516902917127,79,0.0024840831756591797,0.9998629790905882,0.9998629790905882,579,-570.3975751972736,0.49999999999999994
8,1.144383430480957,-532.7651701717468,3.192018237543605,-528.727934073057,-537.6058515857562,0.5,0.14971745889660493,0.1,0.002070188522338867,0.04060840606689453,0.052522756,0.7459779,-538.6303008888314,-0.10078722804617193,-0.1555938146912611,0.5,0.05909576431600209,74,0.002424478530883789,0.9998601587918763,0.9998601587918763,653,-566.0080450678518,0.49999999999999994
9,1.2542459964752197,-537.5568940494182,4.218004570783302,-533.2912649762809,-543.6818034274241,0.375,0.13214014294738904,0.1,0.0020825862884521484,0.04060196876525879,0.051367998,1.036925,-538.5229602048901,-0.11109566917837502,-0.1773993879325842,0.375,0.06130990382208527,71,0.0020945072174072266,0.9998626046556423,0.9998626046556423,724,-562.9508290314246,0.49999999999999994
