iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,effort,num_samples,time_VF,VF_error_before,VF_error_after,env_samples,eval_score,eval_success
0,1.1590747833251953,-539.785778652747,8.70528746035016,-526.5508161171657,-550.2402820821787,0.25,0.09786733871071358,0.1,0.04535388946533203,0.0476689338684082,0.05230556,1.3606715,-539.785778652747,-0.13327386325460797,-0.18613141447579298,0.25,0.059673779046671725,67,0.006005048751831055,1.0002740755840596,1.0002740755840596,67,-569.8653245749819,0.49999999999999994
1,0.8222990036010742,-533.2302705584433,7.039283466387385,-524.7539770007239,-544.3141664944409,0.375,0.13183351862308712,0.1,0.0022192001342773438,0.04599738121032715,0.05170871,0.8336475,-539.1302278433167,-0.1045468192026926,-0.1554121711940104,0.375,0.05946298387089091,78,0.002676248550415039,1.000277491472907,1.000277491472907,145,-576.4907350990403,0.49999999999999994
2,0.8887181282043457,-534.4285215963669,7.20761446079938,-525.9060624844545,-542.7053567120457,0.375,0.12499240016961383,0.1,0.0021665096282958984,0.04545450210571289,0.055637352,0.87528485,-538.6600572186217,-0.11148302126371018,-0.16221522177559522,0.375,0.05864770087869518,67,0.0027201175689697266,1.0002750296947605,1.0002750296947605,212,-578.1353771143157,0.49999999999999994
3,0.8818411827087402,-537.5014546906389,8.38094324252752,-523.2963555701022,-544.0754236595593,0.375,0.129869869838495,0.1,0.002202272415161133,0.04597616195678711,0.048241086,0.8627969,-538.5441969658234,-0.11232590790545396,-0.17734117843614108,0.375,0.056486886080937763,73,0.002562999725341797,1.0002767422392853,1.0002767422392853,285,-572.2737150046854,0.49999999999999994
4,0.868323802947998,-533.2829126029889,10.467129880766953,-520.0959403065713,-548.4292415652973,0.375,0.13322053897914088,0.1,0.0022666454315185547,0.045848846435546875,0.052909754,0.91043717,-538.01806852954,-0.12161832399437762,-0.15521848613371617,0.375,0.05912557171414082,71,0.0026483535766601562,1.0002735947861514,1.0002735947861514,356,-561.9553669801672,0.49999999999999994
5,0.8841626644134521,-531.2626345453264,8.486707040898866,-521.4030615233986,-544.2176175350763,0.5,0.13459917904658258,0.1,0.0022382736206054688,0.045923471450805664,0.052287888,0.9197715,-537.3425251311186,-0.10781014893967517,-0.14753418624315698,0.5,0.059496248648042635,73,0.002355337142944336,1.0002767001842816,1.0002767001842816,429,-562.2622004721849,0.49999999999999994
6,0.8755433559417725,-523.72339215417,4.248232601890087,-519.6534473118085,-530.5288283276271,0.5,0.13335726781827267,0.1,0.002224445343017578,0.0465855598449707,0.047872245,0.86152005,-535.9806118334237,-0.12273340741209682,-0.10736211294631567,0.5,0.05901279676589041,66,0.003121614456176758,1.0002727284286135,1.0002727284286135,495,-553.1496378122905,0.49999999999999994
7,0.9022848606109619,-527.9255692819111,9.577583582132984,-518.0362677252076,-542.3580328587374,0.5,0.13777882529115057,0.1,0.0023450851440429688,0.05081629753112793,0.049565844,1.086832,-535.1751075782724,-0.11484798769870902,-0.12881846412663298,0.5,0.06011512652793419,75,0.003209829330444336,1.000274279092512,1.000274279092512,570,-553.8376124519262,0.49999999999999994
8,0.9039163589477539,-527.4519469043421,4.249910771987235,-521.1831884213383,-533.15643454669,0.5,0.14071781884641135,0.1,0.0022470951080322266,0.04707646369934082,0.05073039,0.8390761,-534.4027915108794,-0.10461055094939954,-0.12866374450781837,0.5,0.0583390817731784,74,0.0026361942291259766,1.000277617061126,1.000277617061126,644,-712.0934771244847,0.49999999999999994
9,0.925095796585083,-531.714001314729,2.284880870236348,-529.2221857211538,-534.39483011349,0.5,0.12612208064095717,0.1,0.002217531204223633,0.04669618606567383,0.050731692,0.9977356,-534.1339124912644,-0.11041738702127045,-0.14977488568144814,0.5,0.06058877967106044,69,0.0026159286499023438,1.0002762537926386,1.0002762537926386,713,-570.4490028019883,0.49999999999999994
10,0.9053828716278076,-531.6106435835198,4.89979443019677,-525.9915720822627,-539.4711307378393,0.5,0.13836489881701589,0.1,0.0022432804107666016,0.04691743850708008,0.048863336,0.89730114,-533.8815856004899,-0.11124594324450643,-0.14694308830266906,0.5,0.059526452513021126,74,0.003027677536010742,1.000276967539207,1.000276967539207,787,-557.7161102129052,0.49999999999999994
11,0.9426140785217285,-518.4427499338883,11.588203784765753,-501.42748924852776,-533.9150758302887,0.5,0.14552879460462007,0.1,0.002337932586669922,0.04603862762451172,0.053206302,0.71837926,-532.3377020338297,-0.09575868078847213,-0.08387200627975328,0.5,0.05962927245279138,70,0.0027494430541992188,1.0002783084528675,1.0002783084528675,857,-542.4762892422899,0.49999999999999994
12,0.9230284690856934,-532.1342113820656,10.007317001865342,-520.7991712920008,-542.8028650672436,0.375,0.13538651459638962,0.1,0.0026552677154541016,0.04627394676208496,0.050699677,0.7419593,-532.3173529686533,-0.10105865188950336,-0.15231133272610153,0.375,0.05836761618778374,72,0.0025441646575927734,1.000276416209414,1.000276416209414,929,-552.9149800274998,0.49999999999999994
13,0.9098494052886963,-544.1557684652112,5.2170402637876805,-536.9510550983414,-551.6983173637681,0.5,0.16098058197036666,0.1,0.00376129150390625,0.04855823516845703,0.051645186,0.8405373,-533.501194518309,-0.11365290810416262,-0.2114690398421824,0.5,0.059487238436408456,99,0.002786397933959961,1.0002742553397361,1.0002742553397361,1028,-569.0371209379745,0.49999999999999994
14,0.8603847026824951,-527.5173607587021,10.805243163057186,-515.4122378965137,-543.5754390324478,0.375,0.12997462083815348,0.1,0.002650737762451172,0.04549574851989746,0.051188532,0.8552372,-532.9028111423484,-0.10887054569122992,-0.12791082330258713,0.375,0.05939262359896054,68,0.0025780200958251953,1.0002753929570352,1.0002753929570352,1096,-552.0475828594816,0.49999999999999994
15,0.8818569183349609,-537.9194236087534,11.393774740232129,-522.6790747150808,-553.2164582949777,0.375,0.14393619262084248,0.1,0.0022041797637939453,0.04614853858947754,0.050942324,0.9418602,-533.4044723889889,-0.10419750160099162,-0.18054845519910695,0.375,0.059812274469042276,74,0.002515554428100586,1.000274823013326,1.000274823013326,1170,-539.7489776147178,0.49999999999999994
16,0.8730564117431641,-538.576306847978,10.800321090153355,-523.4930401303241,-553.6963451413151,0.375,0.13961761099091466,0.1,0.003908872604370117,0.04531526565551758,0.051530596,0.69832337,-533.9216558348878,-0.10796574071105865,-0.18278722280023232,0.375,0.06049126241119523,72,0.002460956573486328,1.0002747380176753,1.0002747380176753,1242,-542.1453413373787,0.49999999999999994
17,0.887923002243042,-528.4646266876184,11.039854123053654,-512.6724907783221,-542.9378003291345,0.375,0.1376809413891803,0.1,0.002242565155029297,0.04563784599304199,0.05031945,0.8962071,-533.3759529201609,-0.09866105762055277,-0.13444535807826502,0.375,0.06027765758570907,72,0.0028829574584960938,1.0002763906227536,1.0002763906227536,1314,-531.8575729992191,0.49999999999999994
18,0.8852148056030273,-528.6154530358591,9.676080054887803,-514.7751225956688,-540.277987371099,0.375,0.13717535935495737,0.1,0.00223541259765625,0.04575228691101074,0.051514342,0.8656193,-532.8999029317307,-0.10153408781089235,-0.13388246006155666,0.375,0.05874357629511777,73,0.0027391910552978516,1.0002749479320132,1.0002749479320132,1387,-529.957363286011,0.49999999999999994
19,0.8905737400054932,-523.0578229069781,7.34912455321694,-516.7792486229952,-535.4995022813895,0.5,0.14573034285585892,0.1,0.002221345901489258,0.04509568214416504,0.049678534,0.6408731,-531.9156949292554,-0.09038531548023535,-0.10725188955874432,0.5,0.05964527159140572,68,0.0022177696228027344,1.0002755174545404,1.0002755174545404,1455,-530.1129446038693,0.49999999999999994
20,0.8983664512634277,-530.2441946038045,5.727899205231974,-522.1819016618712,-537.3910789650982,0.5,0.13938082399725735,0.1,0.002192258834838867,0.045517921447753906,0.050700653,0.7429381,-531.7485448967104,-0.09383241314116804,-0.14343043333103306,0.5,0.060566764068044635,73,0.002596616744995117,1.0002759712695741,1.0002759712695741,1528,-546.38395685588,0.49999999999999994
21,0.9138553142547607,-529.7606228558085,11.578952828858432,-513.5255725482493,-545.8840387984263,0.375,0.14052463008471625,0.1,0.0022134780883789062,0.04600811004638672,0.049561698,0.7718479,-531.5497526926202,-0.09059800467626145,-0.14175343347231195,0.375,0.06127911205721269,76,0.0026535987854003906,1.0002771195221316,1.0002771195221316,1604,-556.3107120516975,0.49999999999999994
22,0.9191877841949463,-532.7464748643661,12.7387021503623,-510.90291999535293,-542.5376283966119,0.375,0.15014411778201286,0.1,0.0022346973419189453,0.04629182815551758,0.051229183,0.8371355,-531.6694249097948,-0.10181359114194381,-0.15455094580028772,0.375,0.0603858269717529,81,0.002562284469604492,1.0002762886767735,1.0002762886767735,1685,-543.9739681987264,0.49999999999999994
23,0.9150304794311523,-526.1166064444403,11.831551424228676,-515.030934551612,-543.7724352003713,0.375,0.1557151707535132,0.1,0.0022232532501220703,0.04615473747253418,0.050487533,0.78066736,-531.1141430632593,-0.09687262035203949,-0.12256052638372798,0.375,0.058411582674256605,75,0.002808094024658203,1.0002756358288039,1.0002756358288039,1760,-542.7372499749805,0.49999999999999994
24,0.908087968826294,-531.456731035611,1.3583517564441223,-529.6857421374962,-533.5065445679802,0.5,0.1457524476098397,0.1,0.0021719932556152344,0.04560422897338867,0.05130125,0.71138316,-531.1484018604946,-0.09524518133388016,-0.14996445957895976,0.5,0.06096804583664936,77,0.0024971961975097656,1.000275647909673,1.000275647909673,1837,-533.9666877707559,0.49999999999999994
25,0.9613387584686279,-531.439557384442,9.738520869662867,-514.890768315359,-539.7457564483713,0.5,0.14413207957308358,0.1,0.002284526824951172,0.04726839065551758,0.050415114,0.85321337,-531.1775174128893,-0.10871827838412584,-0.14798018973759314,0.5,0.060555883948800654,73,0.005198240280151367,1.0002722344412704,1.0002722344412704,1910,-530.7167136650023,0.49999999999999994
26,0.9275555610656738,-527.629920035401,5.651012897221861,-520.5336304651868,-535.2142654418388,0.5,0.14184164962841286,0.1,0.002239704132080078,0.04579019546508789,0.050676886,0.79640853,-530.8227576751405,-0.11450051085835089,-0.12679578868318914,0.5,0.05965263200496935,70,0.002518177032470703,1.0002750600094412,1.0002750600094412,1980,-545.9794547095221,0.49999999999999994
27,0.9333293437957764,-525.1210831817797,10.650570098649982,-508.82755725568524,-535.735406254243,0.5,0.13839683546908255,0.1,0.0026466846466064453,0.045823097229003906,0.051529028,0.86048937,-530.2525902258044,-0.10364149103522449,-0.11540782049399821,0.5,0.06129419056612304,78,0.002846956253051758,1.0002753462280627,1.0002753462280627,2058,-535.7817837949353,0.49999999999999994
28,0.8579754829406738,-531.4805349390358,10.299878020077475,-518.7681270761311,-542.2206094554838,0.5,0.1363606646027517,0.1,0.0023260116577148438,0.046109676361083984,0.050079837,0.86121774,-530.3753846971275,-0.12457921118223095,-0.1456552635723415,0.5,0.060793607728188724,70,0.002309560775756836,1.000274685720996,1.000274685720996,2128,-541.0814066459809,0.49999999999999994
29,0.908421516418457,-538.3861214225738,8.997383186495904,-523.5477392696426,-546.8843816096974,0.375,0.14608155890238259,0.1,0.002435922622680664,0.04664778709411621,0.05017251,0.7539474,-531.1764583696722,-0.09974933294112759,-0.18241394230637484,0.375,0.0618638440182649,84,0.0025196075439453125,1.0002730248191543,1.0002730248191543,2212,-549.5104129374786,0.49999999999999994
30,0.973513126373291,-536.822067961793,5.152950819336606,-529.4807266014554,-543.2036230859295,0.25,0.141366065040608,0.1,0.002306699752807617,0.04732656478881836,0.05089872,0.80259544,-531.7410193288844,-0.11011019497561413,-0.1763203144153393,0.25,0.05870872123005061,77,0.0034775733947753906,1.0002753914880032,1.0002753914880032,2289,-557.5700224854849,0.49999999999999994
31,0.9289603233337402,-533.7644763666449,10.18686412886688,-520.1278835121849,-548.8283764576734,0.5,0.15570756472827274,0.1,0.0024340152740478516,0.04791975021362305,0.05033331,0.7571872,-531.9433650326604,-0.10608740417474921,-0.15985016929848142,0.5,0.06058492158799331,83,0.002660036087036133,1.000275284909127,1.000275284909127,2372,-562.04747261104,0.49999999999999994
32,0.9112348556518555,-527.4305678145117,9.237965158515363,-515.468553215807,-541.4117044243641,0.5,0.15082727261530599,0.1,0.002248525619506836,0.04718446731567383,0.050523218,0.8083581,-531.4920853108456,-0.10741244048447093,-0.127775564510746,0.5,0.05861479827734503,73,0.0025708675384521484,1.000276092058946,1.000276092058946,2445,-554.1569614577405,0.49999999999999994
33,0.9198243618011475,-518.2362613582562,7.695124858374859,-510.75275239901276,-529.3480078464177,0.5,0.14030916620786515,0.1,0.0023186206817626953,0.046680450439453125,0.051009048,0.69320405,-530.1665029155866,-0.10470304910677768,-0.08220306316087586,0.5,0.05721158333100248,69,0.0028662681579589844,1.0002738634195902,1.0002738634195902,2514,-539.1759784926273,0.49999999999999994
34,0.9241037368774414,-523.2629967195078,4.43604006582642,-518.2295418107071,-529.1435061900283,0.5,0.1481981585332444,0.1,0.0023009777069091797,0.04748225212097168,0.04936658,0.9207612,-529.4761522959787,-0.08743914072965916,-0.10906895148010452,0.5,0.06065414479362813,79,0.0027306079864501953,1.000275569965816,1.000275569965816,2593,-531.8075837941109,0.49999999999999994
35,0.9084668159484863,-525.6417853161499,3.9879277858792803,-519.0551641892489,-529.6687753622648,0.5,0.14215787634201973,0.1,0.0026078224182128906,0.04616737365722656,0.04988742,0.88881236,-529.0927155979958,-0.11016033683371114,-0.1200062837262553,0.5,0.060730935379014375,72,0.002559661865234375,1.000272265376723,1.000272265376723,2665,-532.7403867321954,0.49999999999999994
36,0.9130635261535645,-530.6366993843394,9.677026938950481,-519.9162566454302,-541.0008400800964,0.375,0.14366489541180089,0.1,0.002211332321166992,0.04633283615112305,0.0500199,1.4122664,-529.2471139766302,-0.11891469874050214,-0.14320306555908904,0.375,0.06063699986326524,76,0.0025157928466796875,1.0002753246536535,1.0002753246536535,2741,-535.4150382157784,0.49999999999999994
37,0.9199526309967041,-531.8770942202337,6.9009922374151085,-524.6804945437063,-542.7978636212441,0.5,0.1552847996517861,0.1,0.0022139549255371094,0.04636788368225098,0.049548287,0.77689487,-529.5101120009906,-0.10954364211290342,-0.14992200363463293,0.5,0.05879007065830787,78,0.002789020538330078,1.0002728868679962,1.0002728868679962,2819,-549.6400311391219,0.49999999999999994
38,0.922191858291626,-530.3638655002869,13.579557484124368,-514.3345739612889,-551.0122859566816,0.5,0.14341685353496456,0.1,0.002610921859741211,0.046074628829956055,0.049654394,0.9057804,-529.5954873509203,-0.10482981205910595,-0.1449042402143671,0.5,0.059909103753378885,81,0.002680063247680664,1.000275673992673,1.000275673992673,2900,-564.592216329347,0.49999999999999994
39,0.9001643657684326,-532.9828649029805,4.3216454734303,-526.9028011685496,-538.8860868712184,0.375,0.14162751650326416,0.1,0.0021734237670898438,0.04852485656738281,0.051260468,1.1324962,-529.9342251061263,-0.12487076644363991,-0.15461049660590384,0.375,0.061311853423566036,72,0.002375364303588867,1.0002726125270258,1.0002726125270258,2972,-560.051985267375,0.49999999999999994
40,0.9236245155334473,-530.9593465070736,8.077555478422891,-517.5703123328851,-538.4673577765799,0.5,0.15404332861880973,0.1,0.0023055076599121094,0.04623866081237793,0.050028723,0.79767686,-530.036737246221,-0.09180185140025915,-0.1464853623347943,0.5,0.061356912170824986,86,0.002789020538330078,1.000278035554166,1.000278035554166,3058,-569.1612399728418,0.49999999999999994
41,0.903754472732544,-534.5076537423313,8.972230876189618,-523.2712359026737,-547.6948973450235,0.375,0.13492500049438616,0.1,0.0021860599517822266,0.04766988754272461,0.050124537,0.8125045,-530.4838288958321,-0.09781867524608057,-0.16553292867417543,0.375,0.05936721998070579,72,0.0022068023681640625,1.000274500392479,1.000274500392479,3130,-571.4845191816077,0.49999999999999994
42,0.9553296566009521,-534.4638784789337,6.564907512922067,-523.8671974913104,-541.883098765682,0.5,0.15422646984412178,0.1,0.0022003650665283203,0.04620051383972168,0.051124047,0.80713403,-530.8818338541422,-0.10077464441065682,-0.1651054741636457,0.5,0.06087453126445043,86,0.002459287643432617,1.0002746448644222,1.0002746448644222,3216,-570.6484925504243,0.49999999999999994
43,0.9252831935882568,-531.4617467747844,9.325941448043217,-516.9857695788288,-542.3031567075229,0.25,0.16336360493738739,0.1,0.0027332305908203125,0.04833817481994629,0.05079692,0.8708064,-530.9398251462064,-0.10005740301943597,-0.14950704119520614,0.25,0.058906009883397156,80,0.003175973892211914,1.0002750934699605,1.0002750934699605,3296,-553.1338334925193,0.49999999999999994
44,0.9107193946838379,-523.5225787580298,10.664186539399813,-505.4087684192353,-532.4874230704273,0.5,0.1352956633019348,0.1,0.0022852420806884766,0.04634284973144531,0.050493017,0.94596374,-530.1981005073887,-0.10428215240285349,-0.10822589809172978,0.5,0.05994116898492216,72,0.002476215362548828,1.000274859009821,1.000274859009821,3368,-546.4266299803166,0.49999999999999994
45,0.8925166130065918,-540.0750938116123,5.520771461097919,-530.8562585668017,-545.5380770929545,0.125,0.14588810070497651,0.1,0.0022568702697753906,0.046250343322753906,0.05022288,0.6605027,-531.1857998378111,-0.11037320081146144,-0.19361806688039962,0.125,0.06066694022650629,77,0.0025899410247802734,1.0002749236423114,1.0002749236423114,3445,-548.6692867619632,0.49999999999999994
46,0.9408094882965088,-546.925618719276,33.610564519584415,-519.0642981570958,-604.0119346977308,0.5,0.1484035450378547,0.1,0.002343893051147461,0.047274112701416016,0.050334677,1.0023533,-532.7597817259576,-0.1094651763313301,-0.22431050366535898,0.5,0.06075311609595544,98,0.002490997314453125,1.000272821609973,1.000272821609973,3543,-548.3007953599337,0.49999999999999994
47,0.8730168342590332,-533.7565684887757,4.604514423814879,-528.5363249695367,-541.0486839035718,0.375,0.14709140769367088,0.1,0.0025904178619384766,0.04583573341369629,0.05081281,0.7082686,-532.8594604022395,-0.09655959899695286,-0.16167943940498491,0.375,0.060071199244704554,73,0.0026247501373291016,1.0002754954598077,1.0002754954598077,3616,-540.2580746722452,0.49999999999999994
48,0.9601919651031494,-530.2360219531279,6.031566664209965,-520.6391953027199,-537.3142515578521,0.5,0.14147216212545338,0.1,0.0025284290313720703,0.04639124870300293,0.050991062,1.0032531,-532.5971165573284,-0.11121423707449803,-0.1426044416565615,0.5,0.060362638499385744,76,0.0024967193603515625,1.0002737470773908,1.0002737470773908,3692,-545.1200126503146,0.49999999999999994
49,0.9102630615234375,-530.2865637597574,7.404213113573803,-523.9625854806461,-542.7000454446425,0.5,0.13928037734907414,0.1,0.0026314258575439453,0.04567551612854004,0.049875554,0.9085959,-532.3660612775714,-0.10769269200709086,-0.14332915350153516,0.5,0.05989771356084107,70,0.002607107162475586,1.0002747710289444,1.0002747710289444,3762,-571.9466041466326,0.49999999999999994
