Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.03  0.03 -100000000.00 
   1  0.03  0.03  0.03 
   2  0.02  0.02  0.03 
   3  0.04  0.03  0.03 
   4  0.05  0.03  0.04 
   5  0.05  0.04  0.05 
   6  0.05  0.07  0.05 
   7  0.07  0.08  0.05 
   8  0.07  0.13  0.07 
   9  0.06  0.15  0.07 
  10  0.10  0.13  0.07 
  11  0.11  0.16  0.10 
  12  0.07  0.22  0.11 
  13  0.17  0.44  0.11 
  14  0.32  0.35  0.17 
  15  0.07  0.33  0.32 
  16  0.09  0.45  0.32 
  17  0.10  0.42  0.32 
  18  0.43  0.54  0.32 
  19  0.16  1.25  0.43 
  20  0.11  1.14  0.43 
  21  0.14  1.66  0.43 
  22  0.63  1.73  0.43 
  23  0.19  1.63  0.63 
  24  0.43  1.58  0.63 
  25  0.08  1.49  0.63 
  26  0.08  1.45  0.63 
  27  0.15  1.02  0.63 
  28  0.16  1.06  0.63 
  29  0.23  1.09  0.63 
  30  0.45  1.15  0.63 
  31  0.11  0.82  0.63 
  32  0.18  0.62  0.63 
  33  0.32  0.85  0.63 
  34  0.26  0.77  0.63 
  35  0.13  0.95  0.63 
  36  0.16  0.52  0.63 
  37  0.10  1.01  0.63 
  38  0.25  0.90  0.63 
  39  0.19  1.27  0.63 
  40  0.24  1.19  0.63 
  41  0.48  1.25  0.63 
  42  0.32  1.77  0.63 
  43  0.46  1.63  0.63 
  44  0.59  1.55  0.63 
  45  0.27  0.94  0.63 
  46  0.33  1.22  0.63 
  47  0.74  1.17  0.63 
  48  0.44  0.86  0.74 
  49  0.44  1.59  0.74 
  50  0.17  0.84  0.74 
  51  0.41  0.57  0.74 
  52  0.37  0.58  0.74 
  53  0.53  0.60  0.74 
  54  0.51  0.50  0.74 
  55  0.30  0.51  0.74 
  56  0.39  0.47  0.74 
  57  0.35  0.54  0.74 
  58  0.39  0.56  0.74 
  59  0.36  0.61  0.74 
  60  0.19  0.42  0.74 
  61  0.34  0.46  0.74 
  62  0.59  0.65  0.74 
  63  0.36  0.45  0.74 
  64  0.17  0.28  0.74 
  65  0.64  0.45  0.74 
  66  0.40  0.46  0.74 
  67  0.57  0.22  0.74 
  68  0.64  0.16  0.74 
  69  0.59  0.12  0.74 
  70  0.49  0.21  0.74 
  71  0.99  0.25  0.74 
  72  0.69  0.08  0.99 
  73  0.48  0.14  0.99 
  74  0.61  0.10  0.99 
  75  0.53  0.13  0.99 
  76  0.64  0.08  0.99 
  77  0.41  0.28  0.99 
  78  0.75  0.39  0.99 
  79  0.76  0.48  0.99 
  80  0.95  0.42  0.99 
  81  0.46  0.32  0.99 
  82  0.54  0.36  0.99 
  83  0.91  0.40  0.99 
  84  1.08  0.34  0.99 
  85  0.87  1.11  1.08 
  86  0.53  0.72  1.08 
