Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.12  0.12 -100000000.00 
   1  0.13  0.12  0.12 
   2  0.12  0.12  0.13 
   3  0.13  0.12  0.13 
   4  0.14  0.12  0.13 
   5  0.14  0.12  0.14 
   6  0.15  0.13  0.14 
   7  0.13  0.14  0.15 
   8  0.14  0.14  0.15 
   9  0.15  0.14  0.15 
  10  0.14  0.12  0.15 
  11  0.14  0.13  0.15 
  12  0.21  0.13  0.15 
  13  0.15  0.14  0.21 
  14  0.23  0.15  0.21 
  15  0.19  0.15  0.23 
  16  0.19  0.16  0.23 
  17  0.16  0.16  0.23 
  18  0.19  0.15  0.23 
  19  0.15  0.19  0.23 
  20  0.21  0.21  0.23 
  21  0.18  0.32  0.23 
  22  0.33  0.41  0.23 
  23  0.18  0.27  0.33 
  24  0.41  0.28  0.33 
  25  0.18  0.35  0.41 
  26  0.19  0.25  0.41 
  27  0.26  0.22  0.41 
  28  0.31  0.21  0.41 
  29  0.27  0.23  0.41 
  30  0.29  0.37  0.41 
  31  0.26  0.55  0.41 
  32  0.23  0.45  0.41 
  33  0.31  0.48  0.41 
  34  0.22  0.31  0.41 
  35  0.63  0.56  0.41 
  36  0.46  0.51  0.63 
  37  0.31  0.65  0.63 
  38  0.55  0.76  0.63 
  39  0.45  0.78  0.63 
  40  0.54  1.02  0.63 
  41  0.49  1.03  0.63 
  42  0.40  0.58  0.63 
  43  0.93  0.38  0.63 
  44  1.04  0.55  0.93 
  45  0.47  0.52  1.04 
  46  0.69  0.48  1.04 
  47  0.47  0.86  1.04 
  48  0.59  1.49  1.04 
  49  0.85  1.37  1.04 
  50  0.96  0.75  1.04 
  51  0.59  0.67  1.04 
  52  0.81  0.84  1.04 
  53  1.14  0.88  1.04 
  54  1.09  0.90  1.14 
  55  1.27  1.28  1.14 
  56  1.07  0.75  1.27 
  57  1.04  0.76  1.27 
  58  1.12  1.15  1.27 
  59  0.73  0.89  1.27 
  60  0.44  0.63  1.27 
  61  1.30  0.94  1.27 
  62  0.77  0.80  1.30 
  63  0.75  1.18  1.30 
  64  0.56  0.96  1.30 
  65  1.53  0.60  1.30 
  66  0.72  0.65  1.53 
  67  1.00  0.66  1.53 
  68  1.27  0.96  1.53 
  69  0.75  0.91  1.53 
  70  0.54  0.79  1.53 
  71  1.13  0.64  1.53 
  72  1.80  0.56  1.53 
  73  1.09  0.53  1.80 
  74  0.94  0.45  1.80 
  75  0.97  0.48  1.80 
  76  0.65  0.51  1.80 
  77  0.94  0.33  1.80 
  78  0.88  0.46  1.80 
  79  1.70  0.57  1.80 
  80  1.16  0.84  1.80 
  81  0.97  0.65  1.80 
  82  1.20  1.24  1.80 
  83  1.12  0.97  1.80 
  84  0.86  0.77  1.80 
  85  2.09  1.34  1.80 
  86  2.40  0.89  2.09 
  87  1.27  0.56  2.40 
  88  1.10  0.36  2.40 
  89  1.42  0.61  2.40 
  90  1.55  0.31  2.40 
  91  0.82  0.56  2.40 
  92  0.98  0.33  2.40 
  93  0.72  0.30  2.40 
  94  1.47  0.27  2.40 
  95  1.27  0.28  2.40 
  96  2.70  0.25  2.40 
  97  1.71  0.16  2.70 
  98  2.20  0.16  2.70 
  99  1.96  0.15  2.70 
 100  0.93  0.17  2.70 
 101  0.97  0.28  2.70 
 102  1.79  0.23  2.70 
 103  2.63  0.24  2.70 
 104  0.74  0.20  2.70 
 105  1.25  0.20  2.70 
 106  2.01  0.20  2.70 
 107  1.88  0.34  2.70 
 108  2.10  0.32  2.70 
 109  1.70  0.33  2.70 
 110  1.72  0.33  2.70 
 111  1.63  0.26  2.70 
 112  1.14  0.30  2.70 
 113  1.41  0.26  2.70 
 114  1.78  0.26  2.70 
 115  2.71  0.27  2.70 
 116  1.34  0.33  2.71 
 117  1.57  0.27  2.71 
 118  1.60  9.65  2.71 
 119  1.66  0.85  2.71 
 120  1.57  0.74  2.71 
 121  1.40  0.93  2.71 
 122  1.81  0.79  2.71 
 123  1.51  1.00  2.71 
 124  1.05  1.42  2.71 
 125  1.11  1.38  2.71 
 126  1.04  1.20  2.71 
 127  2.21  1.43  2.71 
 128  2.90  2.64  2.71 
 129  1.91  1.55  2.90 
 130  1.26  2.00  2.90 
 131  2.13  3.14  2.90 
 132  1.25  3.98  2.90 
 133  1.63  3.94  2.90 
 134  1.91  3.53  2.90 
 135  1.04  3.19  2.90 
 136  2.42  2.88  2.90 
 137  2.34  2.08  2.90 
 138  2.23  2.56  2.90 
