iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,effort,num_samples,time_VF,VF_error_before,VF_error_after,env_samples,eval_score,eval_success
0,0.9097635746002197,-540.5419594850248,11.67584833020279,-521.2916065540094,-550.8047075758129,0.125,0.09655152907577855,0.1,0.03576254844665527,0.04565787315368652,0.05091703,1.3709996,-540.5419594850248,-0.10987380112521798,-0.19250631573551957,0.125,0.06075657184600025,66,0.003902912139892578,1.0002726924669678,1.0002726924669678,66,-571.4885691811901,0.49999999999999994
1,0.8544948101043701,-536.6078194223128,7.5916135080805915,-525.9264649041587,-547.3029950282386,0.375,0.1379477309006603,0.1,0.0022804737091064453,0.04686856269836426,0.04957185,0.81232053,-540.1485454787536,-0.11246896429954882,-0.17329966038105787,0.375,0.06027371068572488,74,0.0028748512268066406,1.0002754064042005,1.0002754064042005,140,-578.3002358277025,0.49999999999999994
2,0.851191520690918,-537.5835514109458,5.968995449029534,-528.5060522560344,-544.4606144169862,0.375,0.12861741869735432,0.1,0.002799510955810547,0.04604768753051758,0.052429218,0.77553236,-539.8920460719728,-0.1249820809432682,-0.17673886719242027,0.375,0.05983625481885781,69,0.00261688232421875,1.0002732778347276,1.0002732778347276,209,-584.5915054818056,0.49999999999999994
3,0.8756253719329834,-538.2664947272722,6.290458763185129,-527.7965718158761,-543.2550145377103,0.375,0.1317946677735439,0.1,0.002323627471923828,0.04636120796203613,0.04730744,0.8292406,-539.7294909375028,-0.10360358285150298,-0.1817268150623833,0.375,0.05733366122604015,74,0.0026345252990722656,1.0002763260219276,1.0002763260219276,283,-593.2388355774068,0.49999999999999994
4,0.8764266967773438,-537.4589217128071,7.790003305257039,-525.3962806739188,-546.6411298604362,0.375,0.12880852671366713,0.1,0.002315521240234375,0.04617595672607422,0.052861378,0.91677135,-539.5024340150331,-0.12435847652515539,-0.17566519681478457,0.375,0.06028465976593825,70,0.003403186798095703,1.0002712435218417,1.0002712435218417,353,-583.7039545916476,0.49999999999999994
5,0.8991892337799072,-533.20653651546,9.034725429289667,-524.0922541930407,-545.3997613286834,0.5,0.12985434137886095,0.1,0.002264261245727539,0.046926259994506836,0.05210283,0.9445697,-538.8728442650759,-0.10497818121521897,-0.1577126187588425,0.5,0.05973258929398373,72,0.0026073455810546875,1.0002756752927213,1.0002756752927213,425,-571.283746268267,0.49999999999999994
6,0.9071695804595947,-529.7470280233713,3.811245258083941,-525.7602071016715,-534.3568874470477,0.5,0.13234499277058567,0.1,0.002241849899291992,0.0460515022277832,0.04788502,0.8106346,-537.9602626409054,-0.10416678219355065,-0.13967379448142805,0.5,0.059939365900491814,68,0.002538919448852539,1.0002719737013248,1.0002719737013248,493,-569.7986547116128,0.49999999999999994
7,0.8991572856903076,-533.8548972419314,5.051596686330002,-526.4137547632849,-540.2318416120759,0.5,0.13872148987366914,0.1,0.0023565292358398438,0.050228118896484375,0.04969183,1.121238,-537.549726101008,-0.10545244575542491,-0.15966495771217207,0.5,0.06112491453170705,79,0.0023758411407470703,1.0002732029323913,1.0002732029323913,572,-562.1206674531146,0.49999999999999994
8,0.8945870399475098,-530.0201014669614,2.8279798197006185,-527.1543864776842,-534.6606935470381,0.5,0.13753427642151567,0.1,0.0026416778564453125,0.04937744140625,0.05004097,0.8508854,-536.7967636376034,-0.10373769872796745,-0.14201460948693145,0.5,0.058769658019747525,74,0.002492666244506836,1.0002760727354658,1.0002760727354658,646,-596.7601348290732,0.49999999999999994
9,0.9001483917236328,-537.1604269418302,2.7633365079666317,-534.3570150753293,-540.2655064405898,0.375,0.13283579641912868,0.1,0.0022623538970947266,0.04593515396118164,0.050960667,0.7776345,-536.833129968026,-0.09494055303967208,-0.17738061520279308,0.375,0.06121855460232725,72,0.003292560577392578,1.0002748063678506,1.0002748063678506,718,-580.3492115395628,0.49999999999999994
10,0.9452333450317383,-531.3277728737502,1.8927980414629237,-528.270411299452,-533.1417170193213,0.5,0.13183239875736066,0.1,0.002253293991088867,0.046030282974243164,0.049998652,0.8452827,-536.2825942585985,-0.10897934074601806,-0.14722217825025322,0.5,0.060493018156921374,72,0.0023734569549560547,1.0002759699063837,1.0002759699063837,790,-561.4907423740475,0.49999999999999994
11,0.9593656063079834,-528.0910615324909,7.708378458131976,-519.7283412305582,-540.4902906463652,0.5,0.1369225579662509,0.1,0.0023040771484375,0.04771828651428223,0.054252412,0.71003735,-535.4634409859877,-0.11140993246612618,-0.13011566643695568,0.5,0.06055752229805765,70,0.002512216567993164,1.000275506539926,1.000275506539926,860,-561.2842691146442,0.49999999999999994
12,0.9184086322784424,-532.4215659144375,12.92304724027773,-515.1277032774403,-547.9993441590755,0.375,0.13552114439178678,0.1,0.0023365020751953125,0.04568624496459961,0.049827117,0.7040218,-535.1592534788327,-0.09882989295380541,-0.15412900082340547,0.375,0.05923951287417718,68,0.002266407012939453,1.0002755795343183,1.0002755795343183,928,-559.9703973941772,0.49999999999999994
13,0.9714670181274414,-541.1969085780044,6.074023117445977,-533.7591442642213,-550.4112223624455,0.5,0.15383367295333916,0.1,0.0022835731506347656,0.04673290252685547,0.0517343,0.80206746,-535.76301898875,-0.11241508050924784,-0.19637296433976856,0.5,0.060138641988060015,90,0.0024564266204833984,1.0002746183266116,1.0002746183266116,1018,-566.6819906782865,0.49999999999999994
14,0.9446847438812256,-537.7078167352942,6.271471603165378,-531.7791890262033,-548.1035436251867,0.375,0.140888717710805,0.1,0.002259969711303711,0.0463714599609375,0.05062586,0.95291054,-535.9574987634044,-0.09761716535629424,-0.17948326243576845,0.375,0.061643234470674324,82,0.0026366710662841797,1.0002738704556011,1.0002738704556011,1100,-559.5852194983103,0.49999999999999994
15,0.9445016384124756,-540.2942062541422,7.823005071853086,-530.868944586047,-548.4882014564844,0.25,0.13389288328633406,0.1,0.0023965835571289062,0.046578168869018555,0.04911772,0.8772219,-536.3911695124782,-0.09240742995772025,-0.19378644078282203,0.25,0.06034649209877386,71,0.00413060188293457,1.000272323232963,1.000272323232963,1171,-558.2195754055643,0.49999999999999994
16,0.8790340423583984,-545.5853482175276,6.30036518155311,-535.7766311572223,-551.798559187526,0.125,0.13973115964563787,0.1,0.0028743743896484375,0.04813838005065918,0.052093476,0.7201224,-537.3105873829832,-0.1287342181765132,-0.2165063402564891,0.125,0.06121602569746986,71,0.0027599334716796875,1.000272927954152,1.000272927954152,1242,-563.5249865101524,0.49999999999999994
