Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.01  0.02 -100000000.00 
   1  0.02  0.02  0.01 
   2  0.01  0.01  0.02 
   3  0.03  0.02  0.02 
   4  0.03  0.02  0.03 
   5  0.03  0.02  0.03 
   6  0.03  0.04  0.03 
   7  0.02  0.06  0.03 
   8  0.05  0.20  0.03 
   9  0.04  0.18  0.05 
  10  0.08  0.12  0.05 
  11  0.07  0.13  0.08 
  12  0.04  0.17  0.08 
  13  0.07  0.22  0.08 
  14  0.30  0.16  0.08 
  15  0.04  0.17  0.30 
  16  0.07  0.23  0.30 
  17  0.05  0.21  0.30 
  18  0.18  0.22  0.30 
  19  0.12  0.27  0.30 
  20  0.25  0.30  0.30 
  21  0.11  0.37  0.30 
  22  0.38  0.43  0.30 
  23  0.15  0.43  0.38 
  24  0.53  0.47  0.38 
  25  0.05  0.38  0.53 
  26  0.04  0.36  0.53 
  27  0.09  0.45  0.53 
  28  0.09  0.38  0.53 
  29  0.12  0.36  0.53 
  30  0.31  0.47  0.53 
  31  0.08  0.31  0.53 
  32  0.09  0.22  0.53 
  33  0.26  0.34  0.53 
  34  0.08  0.35  0.53 
  35  0.23  0.29  0.53 
  36  0.11  0.19  0.53 
  37  0.07  0.26  0.53 
  38  0.38  0.17  0.53 
  39  0.08  0.29  0.53 
  40  0.13  0.24  0.53 
  41  0.32  0.54  0.53 
  42  0.21  0.49  0.53 
  43  0.60  0.31  0.53 
  44  0.41  0.19  0.60 
  45  0.26  0.36  0.60 
  46  0.24  0.34  0.60 
  47  0.30  0.46  0.60 
  48  0.50  0.34  0.60 
  49  0.41  0.26  0.60 
  50  0.21  0.41  0.60 
  51  0.34  0.51  0.60 
  52  0.34  0.72  0.60 
  53  0.62  2.62  0.60 
  54  0.45  2.45  0.62 
  55  0.36  1.67  0.62 
  56  0.43  2.33  0.62 
  57  0.62  1.68  0.62 
  58  0.48  1.48  0.62 
  59  0.37  1.77  0.62 
  60  0.20  1.51  0.62 
  61  1.01  2.01  0.62 
  62  0.66  1.65  1.01 
  63  0.46  1.39  1.01 
  64  0.31  1.30  1.01 
  65  0.72  0.90  1.01 
  66  0.61  0.79  1.01 
  67  0.77  0.69  1.01 
  68  0.69  0.67  1.01 
  69  0.98  0.42  1.01 
  70  0.73  0.41  1.01 
  71  0.79  0.37  1.01 
  72  1.41  0.39  1.01 
  73  0.90  0.36  1.41 
  74  0.78  0.38  1.41 
  75  0.71  0.37  1.41 
  76  0.47  0.34  1.41 
  77  0.47  0.61  1.41 
  78  0.80  0.42  1.41 
  79  1.05  0.38  1.41 
  80  0.61  0.28  1.41 
  81  0.98  0.26  1.41 
  82  0.71  0.59  1.41 
  83  0.82  0.42  1.41 
  84  0.55  0.59  1.41 
  85  0.64  1.15  1.41 
  86  1.18  1.38  1.41 
  87  0.96  0.90  1.41 
  88  0.80  1.79  1.41 
  89  0.67  2.89  1.41 
  90  0.64  3.31  1.41 
  91  0.89  3.67  1.41 
  92  0.82  2.74  1.41 
  93  0.58  2.51  1.41 
  94  1.83  2.58  1.41 
  95  0.74  3.01  1.83 
  96  1.29  2.41  1.83 
  97  0.85  1.92  1.83 
  98  0.93  1.06  1.83 
  99  0.89  1.15  1.83 
 100  0.45  0.94  1.83 
 101  0.98  1.11  1.83 
 102  0.91  0.70  1.83 
 103  0.91  0.92  1.83 
 104  0.95  0.31  1.83 
 105  0.88  0.58  1.83 
 106  1.26  0.53  1.83 
 107  0.85  0.18  1.83 
 108  0.87  0.31  1.83 
 109  0.55  0.48  1.83 
 110  0.71  0.30  1.83 
 111  1.37  0.39  1.83 
 112  0.64  0.41  1.83 
 113  0.67  0.19  1.83 
 114  0.51  0.08  1.83 
 115  1.14  0.53  1.83 
 116  0.59  0.40  1.83 
 117  0.49  0.07  1.83 
 118  1.10  0.42  1.83 
 119  0.91  0.39  1.83 
 120  0.67  0.43  1.83 
