Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.08  0.12 -100000000.00 
   1  0.07  0.11  0.08 
   2  0.06  0.11  0.08 
   3  0.09  0.17  0.08 
   4  0.09  0.22  0.09 
   5  0.23  0.23  0.09 
   6  0.11  0.26  0.23 
   7  0.06  0.26  0.23 
   8  0.10  0.27  0.23 
   9  0.11  0.27  0.23 
  10  0.08  0.31  0.23 
  11  0.04  0.16  0.23 
  12  0.14  0.25  0.23 
  13  0.10  0.58  0.23 
  14  0.32  0.69  0.23 
  15  0.15  0.10  0.32 
  16  0.14  0.17  0.32 
  17  0.20  0.80  0.32 
  18  0.73  0.24  0.32 
  19  0.15  0.19  0.73 
  20  0.13  0.16  0.73 
  21  0.07  0.14  0.73 
  22  0.25  0.16  0.73 
  23  0.10  1.50  0.73 
  24  0.23  1.15  0.73 
  25  0.14  1.33  0.73 
  26  0.15  1.19  0.73 
  27  0.14  0.79  0.73 
  28  0.21  1.33  0.73 
  29  0.10  0.84  0.73 
  30  0.13  1.06  0.73 
  31  0.35  2.79  0.73 
  32  0.21  2.01  0.73 
  33  0.19  1.93  0.73 
  34  0.11  0.72  0.73 
  35  0.21  2.08  0.73 
  36  0.12  0.76  0.73 
  37  0.07  0.24  0.73 
  38  0.25  0.17  0.73 
  39  0.09  0.20  0.73 
  40  0.14  0.31  0.73 
  41  0.24  0.42  0.73 
  42  0.36  0.85  0.73 
  43  0.19  1.51  0.73 
  44  0.25  1.10  0.73 
  45  0.09  2.44  0.73 
  46  0.40  2.32  0.73 
  47  0.34  2.10  0.73 
  48  0.64  1.71  0.73 
  49  0.08  1.57  0.73 
  50  0.24  1.22  0.73 
  51  0.48  1.44  0.73 
  52  0.26  0.96  0.73 
  53  0.27  1.04  0.73 
  54  0.24  1.51  0.73 
  55  0.14  0.88  0.73 
  56  0.10  0.98  0.73 
  57  0.14  0.93  0.73 
  58  0.37  1.24  0.73 
  59  0.12  1.72  0.73 
  60  0.15  0.26  0.73 
  61  0.67  0.87  0.73 
  62  0.48  0.20  0.73 
  63  0.50  0.08  0.73 
  64  0.33  0.04  0.73 
  65  0.31  0.03  0.73 
  66  0.68  0.10  0.73 
  67  0.46  0.25  0.73 
  68  0.45  0.25  0.73 
  69  0.18  0.16  0.73 
  70  0.15  0.14  0.73 
  71  0.35  0.20  0.73 
  72  0.65  0.40  0.73 
  73  0.29  0.27  0.73 
  74  0.49  0.33  0.73 
  75  0.60  0.02  0.73 
  76  0.21  0.14  0.73 
  77  0.82  0.22  0.73 
  78  0.60  0.24  0.82 
  79  0.14  0.23  0.82 
  80  0.21  0.31  0.82 
  81  2.17  0.27  0.82 
  82  0.09  0.14  2.17 
  83  0.70  0.17  2.17 
  84  0.40  0.21  2.17 
  85  0.38  0.16  2.17 
  86  0.99  0.19  2.17 
  87  0.47  0.24  2.17 
  88  0.75  0.23  2.17 
  89  0.33  0.12  2.17 
  90  0.77  0.25  2.17 
  91  0.20  0.08  2.17 
  92  0.22  0.14  2.17 
  93  0.50  0.16  2.17 
  94  0.29  0.23  2.17 
  95  0.25  0.18  2.17 
  96  0.29  0.11  2.17 
  97  0.80  0.15  2.17 
  98  1.38  0.31  2.17 
  99  1.39  0.24  2.17 
 100  0.49  0.30  2.17 
 101  0.56  0.08  2.17 
 102  0.43  0.19  2.17 
 103  0.67  0.20  2.17 
 104  0.16  0.28  2.17 
 105  0.17  0.12  2.17 
 106  0.81  0.23  2.17 
 107  1.11  0.29  2.17 
 108  0.68  0.58  2.17 
 109  0.44  0.10  2.17 
 110  1.27  0.29  2.17 
 111  0.88  0.20  2.17 
 112  0.28  0.20  2.17 
 113  0.52  0.17  2.17 
 114  1.24  0.03  2.17 
 115  1.15  0.29  2.17 
 116  0.35  0.41  2.17 
 117  0.07  0.12  2.17 
 118  0.55  0.70  2.17 
 119  1.13  1.33  2.17 
 120  0.14  0.15  2.17 
 121  0.46  1.49  2.17 
 122  0.45  2.42  2.17 
 123  0.32  2.42  2.17 
 124  0.56  0.64  2.17 
 125  0.13  0.31  2.17 
 126  0.14  0.14  2.17 
 127  0.81  0.14  2.17 
 128  0.53  0.21  2.17 
 129  0.22  0.37  2.17 
