iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,effort,num_samples,time_VF,VF_error_before,VF_error_after,env_samples,eval_score,eval_success
0,0.8487217426300049,-526.9258040842398,10.52952469178316,-510.2062979452404,-536.8750916044735,0.5,0.10283647474066537,0.1,0.028505325317382812,0.04020833969116211,0.053792328,1.1686581,-526.9258040842398,-0.10750550044966214,-0.12512683304437783,0.5,0.06102192408596685,71,0.005673885345458984,0.9998468152699849,0.9998468152699849,71,-556.2921186553125,0.49999999999999994
1,0.7625565528869629,-528.4102766404824,9.469883509056478,-516.6476264006342,-540.3987108981368,0.375,0.14236815984632037,0.1,0.0018908977508544922,0.04004335403442383,0.051773574,1.0063059,-527.0742513398641,-0.11227212368160862,-0.13087957173084677,0.375,0.06047065629442902,73,0.002152681350708008,0.9998462124481683,0.9998462124481683,144,-555.4466471370587,0.49999999999999994
2,0.7661335468292236,-537.0436869490516,3.12661508078997,-533.0439288664736,-540.499550629575,0.375,0.1335810220469967,0.1,0.0019404888153076172,0.0406954288482666,0.047931623,0.7997823,-528.0711949007828,-0.11084717873058061,-0.17438251925652012,0.375,0.05788241119584861,70,0.002099752426147461,0.9998478905075593,0.9998478905075593,214,-553.5412099004949,0.49999999999999994
3,0.7905285358428955,-533.0500530940097,8.677896662828825,-524.2290531003969,-544.0131170287218,0.375,0.13186318633466548,0.1,0.001970529556274414,0.044734954833984375,0.050573096,0.9124611,-528.5690807201055,-0.11688605066822043,-0.15385728688672953,0.375,0.059706061513968935,71,0.002092599868774414,0.999850120191426,0.999850120191426,285,-571.0898091585274,0.49999999999999994
4,0.7872805595397949,-531.732917067019,5.065571605239207,-523.3563816005968,-536.1766815644354,0.5,0.13693356952140173,0.1,0.0019299983978271484,0.040045976638793945,0.050684087,0.8657506,-528.8854643547969,-0.09971117756933363,-0.14909524403867316,0.5,0.06034759061618584,75,0.0019979476928710938,0.9998459473737116,0.9998459473737116,360,-543.5184977380363,0.49999999999999994
5,0.7909977436065674,-527.6522428877031,7.1342621162243205,-519.439205835557,-538.5487778695004,0.5,0.13764597208955615,0.1,0.0019690990447998047,0.04014325141906738,0.05281203,0.88636,-528.7621422080875,-0.10717288877878808,-0.12847146326337838,0.5,0.059645900703641626,71,0.001970529556274414,0.9998465992785959,0.9998465992785959,431,-551.7994301111738,0.49999999999999994
6,0.7803628444671631,-528.986896258731,7.21164021969938,-517.3437112919829,-537.118144395538,0.5,0.1422387545968966,0.1,0.0018596649169921875,0.039771318435668945,0.049343843,0.79605895,-528.7846176131519,-0.10012990402413975,-0.13556793082138285,0.5,0.05950244389785588,71,0.001965761184692383,0.9998417926907076,0.9998417926907076,502,-534.8558574959817,0.49999999999999994
7,0.8256468772888184,-531.2578465393674,6.274983205342215,-526.037493056426,-541.9829232035711,0.5,0.13427241670433432,0.1,0.0018486976623535156,0.040418148040771484,0.04748908,0.8269987,-529.0319405057735,-0.13167831210713507,-0.14573561087175338,0.5,0.06010542078723159,72,0.0021173954010009766,0.9998433586403078,0.9998433586403078,574,-547.2098649540104,0.49999999999999994
8,0.7852344512939453,-532.568790905767,3.725927121509696,-527.2656255789286,-537.7028851536786,0.5,0.12441679549608407,0.1,0.0019762516021728516,0.03938913345336914,0.05027793,0.9847373,-529.3856255457729,-0.10754025578357032,-0.15326901989493527,0.5,0.06082428029200885,70,0.001989126205444336,0.9998429215803533,0.9998429215803533,644,-559.1111505177149,0.49999999999999994
9,0.7864701747894287,-532.3653238002003,5.540713636115388,-526.2221883740633,-540.0875546217846,0.25,0.14485754152691346,0.1,0.001920938491821289,0.03968405723571777,0.0498838,0.6925394,-529.6835953712156,-0.08699553624121799,-0.15401185595874842,0.25,0.060464547662179416,73,0.0020112991333007812,0.9998406676138706,0.9998406676138706,717,-532.5402980211078,0.49999999999999994
10,0.7991859912872314,-525.4285898492147,7.351738886074998,-518.8367632761301,-537.5783930850203,0.5,0.14207226767307288,0.1,0.0018925666809082031,0.04015088081359863,0.048473507,0.85401297,-529.2580948190155,-0.1155457426594589,-0.11606336445630294,0.5,0.06043831500711137,68,0.0020380020141601562,0.9998480778705353,0.9998480778705353,785,-526.5849755183225,0.49999999999999994
