iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,rwd_sparse,rwd_dense,success_percentage,effort,num_samples,time_VF,VF_error_before,VF_error_after,env_samples,eval_score,eval_success
0,1.2136287689208984,-539.785778652747,8.70528746035016,-526.5508161171657,-550.2402820821787,0.25,0.09786733871071358,0.1,0.032315969467163086,0.04720807075500488,0.05230556,1.3606715,-539.785778652747,-0.13327386325460797,-0.18613141447579298,0.25,0.059673779046671725,67,0.0040798187255859375,1.0002740755840596,1.0002740755840596,67,-569.9013219418174,0.49999999999999994
1,0.9250941276550293,-533.2302705584433,7.039283466387385,-524.7539770007239,-544.3141664944409,0.375,0.13183351862308712,0.1,0.0023932456970214844,0.047576904296875,0.05170871,0.8336475,-539.1302278433167,-0.1045468192026926,-0.1554121711940104,0.375,0.05946298387089091,78,0.002493619918823242,1.000277491472907,1.000277491472907,145,-572.9954513761661,0.49999999999999994
2,0.8851778507232666,-534.4285215963669,7.20761446079938,-525.9060624844545,-542.7053567120457,0.375,0.12499240016961383,0.1,0.0022983551025390625,0.05020880699157715,0.055637352,0.87528485,-538.6600572186217,-0.11148302126371018,-0.16221522177559522,0.375,0.05864770087869518,67,0.002612590789794922,1.0002750296947605,1.0002750296947605,212,-578.0794493505211,0.49999999999999994
3,0.8443422317504883,-537.5014546906389,8.38094324252752,-523.2963555701022,-544.0754236595593,0.375,0.129869869838495,0.1,0.0023403167724609375,0.047002553939819336,0.048241086,0.8627969,-538.5441969658234,-0.11232590790545396,-0.17734117843614108,0.375,0.056486886080937763,73,0.0025599002838134766,1.0002767422392853,1.0002767422392853,285,-575.7050929530757,0.49999999999999994
4,0.9135696887969971,-533.2829126029889,10.467129880766953,-520.0959403065713,-548.4292415652973,0.375,0.13322053897914088,0.1,0.002605915069580078,0.04832291603088379,0.052909754,0.91043717,-538.01806852954,-0.12161832399437762,-0.15521848613371617,0.375,0.05912557171414082,71,0.0025992393493652344,1.0002735947861514,1.0002735947861514,356,-562.2682997060213,0.49999999999999994
5,0.9578912258148193,-531.2626345453264,8.486707040898866,-521.4030615233986,-544.2176175350763,0.5,0.13459917904658258,0.1,0.0022885799407958984,0.046785831451416016,0.052287888,0.9197715,-537.3425251311186,-0.10781014893967517,-0.14753418624315698,0.5,0.059496248648042635,73,0.002348184585571289,1.0002767001842816,1.0002767001842816,429,-561.988908017769,0.49999999999999994
6,0.9553279876708984,-523.72339215417,4.248232601890087,-519.6534473118085,-530.5288283276271,0.5,0.13335726781827267,0.1,0.002256631851196289,0.04661893844604492,0.047872245,0.86152005,-535.9806118334237,-0.12273340741209682,-0.10736211294631567,0.5,0.05901279676589041,66,0.0023953914642333984,1.0002727284286135,1.0002727284286135,495,-553.192383740322,0.49999999999999994
7,0.9394183158874512,-527.9255692819111,9.577583582132984,-518.0362677252076,-542.3580328587374,0.5,0.13777882529115057,0.1,0.0027518272399902344,0.047679901123046875,0.049565844,1.086832,-535.1751075782724,-0.11484798769870902,-0.12881846412663298,0.5,0.06011512652793419,75,0.0026178359985351562,1.000274279092512,1.000274279092512,570,-553.8376124519262,0.49999999999999994
8,0.898845911026001,-527.4519469043421,4.249910771987235,-521.1831884213383,-533.15643454669,0.5,0.14071781884641135,0.1,0.0023927688598632812,0.05106759071350098,0.05073039,0.8390761,-534.4027915108794,-0.10461055094939954,-0.12866374450781837,0.5,0.0583390817731784,74,0.0024394989013671875,1.000277617061126,1.000277617061126,644,-710.4465385765435,0.49999999999999994
9,0.9861221313476562,-531.714001314729,2.284880870236348,-529.2221857211538,-534.39483011349,0.5,0.12612208064095717,0.1,0.002252817153930664,0.046174049377441406,0.050731692,0.9977356,-534.1339124912644,-0.11041738702127045,-0.14977488568144814,0.5,0.06058877967106044,69,0.00237274169921875,1.0002762537926386,1.0002762537926386,713,-570.8206078954739,0.49999999999999994
10,0.996354341506958,-531.6106435835198,4.89979443019677,-525.9915720822627,-539.4711307378393,0.5,0.13836489881701589,0.1,0.0026276111602783203,0.046701908111572266,0.048863336,0.89730114,-533.8815856004899,-0.11124594324450643,-0.14694308830266906,0.5,0.059526452513021126,74,0.0024633407592773438,1.000276967539207,1.000276967539207,787,-557.612993891127,0.49999999999999994
11,0.9206595420837402,-518.4427499338883,11.588203784765753,-501.42748924852776,-533.9150758302887,0.5,0.14552879460462007,0.1,0.002277851104736328,0.04635214805603027,0.053206302,0.71837926,-532.3377020338297,-0.09575868078847213,-0.08387200627975328,0.5,0.05962927245279138,70,0.0024330615997314453,1.0002783084528675,1.0002783084528675,857,-542.4456501524347,0.49999999999999994
12,0.9132523536682129,-532.1342113820656,10.007317001865342,-520.7991712920008,-542.8028650672436,0.375,0.13538651459638962,0.1,0.002293825149536133,0.04659605026245117,0.050699677,0.7419593,-532.3173529686533,-0.10105865188950336,-0.15231133272610153,0.375,0.05836761618778374,72,0.0025682449340820312,1.000276416209414,1.000276416209414,929,-552.9149800274998,0.49999999999999994
13,1.003488540649414,-544.186817540412,5.116342269844217,-536.9510550983414,-551.4204491099711,0.5,0.161026463864318,0.1,0.003011941909790039,0.04858255386352539,0.051656347,0.8396088,-533.5042994258291,-0.11383909946700717,-0.21161178880347037,0.5,0.059487135591353574,99,0.003014087677001953,1.0002743009580535,1.0002743009580535,1028,-565.2364253508662,0.49999999999999994
14,0.8937652111053467,-527.5189721798594,10.804173049720143,-515.4146875973661,-543.575740766998,0.375,0.12997137003195167,0.1,0.002431154251098633,0.04649090766906738,0.051189028,0.8550709,-532.9057667012322,-0.10887118385852865,-0.12791864295003139,0.375,0.05939162188896813,68,0.002676248550415039,1.0002753919114031,1.0002753919114031,1096,-551.8991151319095,0.49999999999999994
15,0.9807436466217041,-537.973149981082,11.335101091902844,-522.8715649000219,-553.2307348625324,0.375,0.14394326727519416,0.1,0.0022618770599365234,0.04820966720581055,0.050938793,0.9413729,-533.4125050292172,-0.10467969456342192,-0.1807478721374253,0.375,0.059810942434352435,74,0.0026106834411621094,1.000274667508182,1.000274667508182,1170,-539.7408957841262,0.49999999999999994
16,0.8953225612640381,-538.6262046709008,10.710927432246143,-523.7170338576237,-553.6649441048289,0.375,0.13957713882735215,0.1,0.002739429473876953,0.046622514724731445,0.051520396,0.6986383,-533.9338749933855,-0.1083126004361415,-0.18296824375320403,0.375,0.06049054456110414,72,0.0028820037841796875,1.000274689135286,1.000274689135286,1242,-542.0167074910598,0.49999999999999994
