Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.02  0.02 -100000000.00 
   1  0.02  0.02  0.02 
   2  0.01  0.01  0.02 
   3  0.03  0.02  0.02 
   4  0.03  0.02  0.03 
   5  0.03  0.02  0.03 
   6  0.03  0.05  0.03 
   7  0.03  0.06  0.03 
   8  0.05  0.09  0.03 
   9  0.03  0.10  0.05 
  10  0.10  0.08  0.05 
  11  0.07  0.09  0.10 
  12  0.03  0.11  0.10 
  13  0.07  0.29  0.10 
  14  0.27  0.17  0.10 
  15  0.03  0.25  0.27 
  16  0.06  0.46  0.27 
  17  0.04  0.30  0.27 
  18  0.11  0.33  0.27 
  19  0.05  0.47  0.27 
  20  0.07  0.39  0.27 
  21  0.07  0.59  0.27 
  22  0.40  0.68  0.27 
  23  0.12  0.72  0.40 
  24  0.40  0.61  0.40 
  25  0.06  0.49  0.40 
  26  0.05  0.57  0.40 
  27  0.04  0.49  0.40 
  28  0.08  0.52  0.40 
  29  0.05  0.64  0.40 
  30  0.24  0.73  0.40 
  31  0.07  0.78  0.40 
  32  0.08  0.66  0.40 
  33  0.13  0.70  0.40 
  34  0.10  0.77  0.40 
  35  0.18  0.49  0.40 
  36  0.13  0.48  0.40 
  37  0.06  0.61  0.40 
  38  0.28  0.62  0.40 
  39  0.10  1.12  0.40 
  40  0.13  1.36  0.40 
  41  0.25  1.30  0.40 
  42  0.24  0.98  0.40 
  43  0.46  0.97  0.40 
  44  0.64  0.85  0.46 
  45  0.15  0.22  0.64 
  46  0.14  0.19  0.64 
  47  0.33  0.11  0.64 
  48  0.53  0.09  0.64 
  49  0.44  0.11  0.64 
  50  0.25  0.18  0.64 
  51  0.36  0.13  0.64 
  52  0.27  0.08  0.64 
  53  0.64  0.07  0.64 
  54  0.89  0.07  0.64 
  55  0.36  0.09  0.89 
  56  0.29  0.09  0.89 
  57  0.45  0.10  0.89 
  58  0.42  0.10  0.89 
  59  0.78  0.10  0.89 
  60  0.13  0.10  0.89 
  61  0.34  0.11  0.89 
  62  0.36  0.08  0.89 
  63  0.40  0.08  0.89 
  64  0.17  0.08  0.89 
  65  0.71  0.10  0.89 
  66  0.62  0.08  0.89 
  67  0.60  0.09  0.89 
  68  0.61  0.10  0.89 
  69  0.88  0.06  0.89 
  70  0.43  0.07  0.89 
  71  0.56  0.05  0.89 
  72  0.61  0.05  0.89 
  73  0.59  0.04  0.89 
  74  0.36  0.03  0.89 
  75  0.66  0.03  0.89 
  76  0.64  0.03  0.89 
  77  0.41  0.08  0.89 
  78  0.49  0.07  0.89 
  79  0.59  0.07  0.89 
  80  0.66  0.07  0.89 
  81  0.91  0.09  0.89 
  82  0.83  0.13  0.91 
  83  0.81  0.13  0.91 
  84  0.51  0.10  0.91 
  85  0.70  0.11  0.91 
  86  0.82  0.14  0.91 
  87  0.46  0.08  0.91 
  88  0.63  0.08  0.91 
  89  0.44  0.12  0.91 
  90  1.01  0.11  0.91 
  91  0.42  0.20  1.01 
  92  0.85  0.23  1.01 
  93  0.61  0.13  1.01 
  94  0.70  0.09  1.01 
  95  0.62  0.07  1.01 
  96  1.05  0.13  1.01 
  97  0.83  0.07  1.05 
  98  1.07  0.07  1.05 
  99  0.95  0.08  1.07 
 100  0.38  0.14  1.07 
 101  0.55  0.29  1.07 
 102  0.60  1.00  1.07 
 103  0.87  0.73  1.07 
 104  0.53  0.34  1.07 
 105  0.30  0.20  1.07 
 106  1.08  0.11  1.07 
 107  0.76  0.09  1.08 
 108  0.87  0.11  1.08 
 109  0.69  0.06  1.08 
 110  0.68  0.05  1.08 
 111  0.61  0.05  1.08 
 112  0.54  0.05  1.08 
 113  0.73  0.05  1.08 
 114  0.91  0.05  1.08 
 115  0.81  0.05  1.08 
 116  0.94  0.06  1.08 
 117  0.41  0.05  1.08 
 118  0.79  0.06  1.08 
 119  0.92  0.06  1.08 
 120  0.57  0.06  1.08 
 121  0.56  0.04  1.08 
 122  0.88  0.04  1.08 
 123  0.77  0.05  1.08 
 124  0.56  0.06  1.08 
 125  1.60  0.08  1.08 
 126  0.65  0.08  1.60 
 127  1.01  0.07  1.60 
 128  1.06  0.14  1.60 
 129  1.07  0.28  1.60 
 130  0.64  0.35  1.60 
 131  1.07  0.32  1.60 
 132  0.41  0.29  1.60 
 133  1.16  0.19  1.60 
 134  0.68  0.11  1.60 
 135  0.41  0.15  1.60 
 136  1.41  0.18  1.60 
 137  0.61  0.18  1.60 
 138  1.48  0.11  1.60 
 139  0.66  0.09  1.60 
 140  0.79  0.13  1.60 
 141  0.50  0.11  1.60 
 142  0.82  0.09  1.60 
 143  0.66  0.08  1.60 
 144  1.08  0.10  1.60 
 145  0.73  0.11  1.60 
 146  0.74  0.14  1.60 
 147  0.80  0.20  1.60 
 148  0.69  0.18  1.60 
 149  1.10  0.20  1.60 
 150  1.17  0.20  1.60 
 151  1.10  0.17  1.60 
 152  1.75  0.24  1.60 
 153  0.80  0.21  1.75 
 154  0.72  0.33  1.75 
 155  0.88  0.21  1.75 
 156  1.13  0.21  1.75 
 157  1.27  0.38  1.75 
 158  0.71  0.46  1.75 
 159  0.61  0.29  1.75 
 160  1.05  0.18  1.75 
 161  1.63  0.23  1.75 
 162  0.54  0.25  1.75 
 163  1.11  0.15  1.75 
 164  1.04  0.16  1.75 
 165  1.33  0.54  1.75 
 166  0.84  0.49  1.75 
 167  0.61  0.63  1.75 
 168  1.07  0.33  1.75 
 169  1.06  0.36  1.75 
 170  0.76  0.53  1.75 
 171  1.30  0.54  1.75 
 172  0.78  0.47  1.75 
 173  1.15  0.64  1.75 
 174  0.96  0.84  1.75 
 175  1.15  0.43  1.75 
 176  1.55  0.58  1.75 
 177  0.56  0.55  1.75 
 178  0.89  0.62  1.75 
 179  1.44  0.64  1.75 
 180  0.87  0.56  1.75 
 181  1.04  0.59  1.75 
 182  1.14  0.60  1.75 
 183  1.06  0.29  1.75 
 184  0.81  0.39  1.75 
 185  0.61  0.53  1.75 
 186  0.98  0.43  1.75 
 187  1.29  0.40  1.75 
 188  0.92  0.39  1.75 
 189  1.13  0.63  1.75 
 190  0.99  0.67  1.75 
 191  0.73  0.61  1.75 
 192  0.86  0.42  1.75 
 193  1.21  0.69  1.75 
 194  1.33  0.64  1.75 
 195  1.43  0.64  1.75 
 196  1.17  0.75  1.75 
 197  1.29  0.76  1.75 
 198  1.36  0.74  1.75 
 199  0.90  1.18  1.75 
 200  0.93  0.81  1.75 
 201  1.52  1.08  1.75 
 202  1.43  1.09  1.75 
 203  1.12  1.06  1.75 
 204  1.80  1.21  1.75 
 205  0.79  1.23  1.80 
 206  0.84  1.20  1.80 
 207  0.94  0.99  1.80 
 208  1.34  0.88  1.80 
 209  1.55  0.94  1.80 
 210  1.59  1.18  1.80 
 211  1.12  1.35  1.80 
 212  0.96  1.35  1.80 
 213  0.88  1.15  1.80 
 214  1.24  1.48  1.80 
 215  1.03  2.01  1.80 
 216  0.70  1.72  1.80 
 217  1.23  1.50  1.80 
 218  0.72  1.11  1.80 
 219  1.45  0.81  1.80 
 220  1.03  1.11  1.80 
 221  0.61  0.88  1.80 
 222  0.89  1.24  1.80 
 223  1.45  1.41  1.80 
 224  1.88  1.84  1.80 
 225  1.36  1.67  1.88 
 226  1.36  1.25  1.88 
 227  1.20  1.26  1.88 
 228  1.41  0.53  1.88 
 229  1.14  0.56  1.88 
 230  0.43  1.15  1.88 
 231  1.67  1.19  1.88 
 232  1.51  0.41  1.88 
 233  0.97  0.54  1.88 
 234  2.34  0.57  1.88 
 235  0.90  0.56  2.34 
 236  0.87  0.81  2.34 
 237  1.19  1.77  2.34 
 238  0.68  0.20  2.34 
 239  1.19  0.72  2.34 
 240  1.65  1.25  2.34 
 241  0.82  2.09  2.34 
 242  1.15  1.49  2.34 
 243  0.99  2.11  2.34 
 244  0.90  0.47  2.34 
 245  1.18  0.17  2.34 
 246  1.20  0.82  2.34 
 247  0.62  0.93  2.34 
 248  0.60  2.35  2.34 
 249  1.45  1.47  2.34 
 250  1.93  0.68  2.34 
 251  0.87  0.69  2.34 
 252  0.96  1.23  2.34 
 253  1.06  1.93  2.34 
 254  1.14  1.90  2.34 
 255  1.04  1.80  2.34 
 256  0.56  1.63  2.34 
 257  0.91  1.84  2.34 
 258  1.47  2.03  2.34 
