Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.01  0.00 -100000000.00 
   1  0.01  0.00  0.01 
   2  0.00  0.00  0.01 
   3  0.01  0.01  0.01 
   4  0.01  0.01  0.01 
   5  0.01  0.01  0.01 
   6  0.01  0.01  0.01 
   7  0.01  0.01  0.01 
   8  0.02  0.02  0.01 
   9  0.01  0.02  0.02 
  10  0.02  0.01  0.02 
  11  0.01  0.01  0.02 
  12  0.02  0.02  0.02 
  13  0.01  0.02  0.02 
  14  0.07  0.03  0.02 
  15  0.02  0.03  0.07 
  16  0.04  0.04  0.07 
  17  0.05  0.04  0.07 
  18  0.07  0.03  0.07 
  19  0.05  0.03  0.07 
  20  0.08  0.04  0.07 
  21  0.07  0.06  0.08 
  22  0.11  0.08  0.08 
  23  0.10  0.09  0.11 
  24  0.06  0.12  0.11 
  25  0.04  0.14  0.11 
  26  0.07  0.14  0.11 
  27  0.05  0.25  0.11 
  28  0.06  0.19  0.11 
  29  0.14  0.22  0.11 
  30  0.09  0.37  0.14 
  31  0.05  0.46  0.14 
  32  0.13  0.48  0.14 
  33  0.19  0.46  0.14 
  34  0.19  0.39  0.19 
  35  0.18  0.43  0.19 
  36  0.09  0.15  0.19 
  37  0.05  0.23  0.19 
  38  0.17  0.20  0.19 
  39  0.19  0.32  0.19 
  40  0.10  0.51  0.19 
  41  0.09  0.69  0.19 
  42  0.18  0.26  0.19 
  43  0.51  0.31  0.19 
  44  0.28  0.26  0.51 
  45  0.12  0.19  0.51 
  46  0.18  0.25  0.51 
  47  0.27  0.28  0.51 
  48  0.25  0.27  0.51 
  49  0.41  0.35  0.51 
  50  0.36  0.39  0.51 
  51  0.23  0.63  0.51 
  52  0.23  0.67  0.51 
  53  0.37  0.61  0.51 
  54  0.53  1.03  0.51 
  55  0.36  0.47  0.53 
  56  0.10  0.49  0.53 
  57  0.58  0.35  0.53 
  58  0.26  0.32  0.58 
  59  0.34  0.70  0.58 
  60  0.15  0.29  0.58 
  61  0.32  0.30  0.58 
  62  0.50  0.18  0.58 
  63  0.34  0.23  0.58 
  64  0.37  0.46  0.58 
  65  0.37  0.35  0.58 
  66  0.94  0.35  0.58 
  67  0.15  0.26  0.94 
  68  0.37  0.20  0.94 
  69  0.54  0.14  0.94 
  70  0.32  0.15  0.94 
  71  0.85  0.16  0.94 
  72  0.87  0.19  0.94 
  73  0.18  0.24  0.94 
  74  0.58  0.26  0.94 
  75  0.53  0.24  0.94 
  76  0.67  0.65  0.94 
  77  0.31  0.31  0.94 
  78  0.91  0.64  0.94 
  79  0.55  0.35  0.94 
  80  0.68  0.24  0.94 
  81  0.43  0.24  0.94 
  82  0.37  0.19  0.94 
  83  0.28  0.37  0.94 
  84  1.04  0.23  0.94 
  85  0.52  0.22  1.04 
  86  0.99  0.22  1.04 
  87  0.30  0.17  1.04 
  88  0.56  0.20  1.04 
  89  1.00  0.17  1.04 
  90  0.85  0.19  1.04 
  91  0.38  0.17  1.04 
  92  0.75  0.26  1.04 
  93  0.56  0.27  1.04 
  94  0.37  0.30  1.04 
  95  0.76  0.35  1.04 
  96  0.99  0.54  1.04 
  97  0.59  0.63  1.04 
  98  1.10  0.66  1.04 
  99  0.80  0.75  1.10 
 100  0.39  0.53  1.10 
 101  0.87  0.88  1.10 
 102  0.55  0.64  1.10 
 103  0.87  1.62  1.10 
 104  0.64  0.42  1.10 
 105  1.21  1.22  1.10 
 106  0.64  2.79  1.21 
 107  1.29  2.01  1.21 
 108  1.03  2.45  1.29 
 109  0.80  2.54  1.29 
 110  0.73  1.98  1.29 
 111  1.13  0.79  1.29 
 112  0.27  3.04  1.29 
 113  0.93  0.88  1.29 
 114  1.04  2.23  1.29 
 115  0.89  2.63  1.29 
 116  0.88  1.39  1.29 
 117  0.77  2.02  1.29 
 118  0.73  1.65  1.29 
 119  0.85  1.89  1.29 
 120  0.77  1.46  1.29 
 121  1.74  2.36  1.29 
 122  0.74  2.69  1.74 
 123  0.82  2.63  1.74 
 124  0.73  2.49  1.74 
 125  1.84  2.50  1.74 
 126  1.47  2.05  1.84 
 127  1.40  3.40  1.84 
 128  1.50  2.41  1.84 
 129  1.03  2.90  1.84 
 130  1.63  2.90  1.84 
 131  1.36  2.03  1.84 
 132  0.80  2.27  1.84 
 133  1.33  2.93  1.84 
 134  0.65  2.97  1.84 
