Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.21  0.21 -100000000.00 
   1  0.22  0.21  0.21 
   2  0.22  0.22  0.22 
   3  0.25  0.22  0.22 
   4  0.24  0.22  0.25 
   5  0.24  0.23  0.25 
   6  0.24  0.25  0.25 
   7  0.23  0.26  0.25 
   8  0.34  0.24  0.25 
   9  0.27  0.24  0.34 
  10  0.24  0.25  0.34 
  11  0.24  0.25  0.34 
  12  0.24  0.30  0.34 
  13  0.27  0.30  0.34 
  14  0.33  0.30  0.34 
  15  0.27  0.33  0.34 
  16  0.39  0.30  0.34 
  17  0.31  0.29  0.39 
  18  0.38  0.28  0.39 
  19  0.28  0.30  0.39 
  20  0.28  0.28  0.39 
  21  0.44  0.31  0.39 
  22  0.52  0.52  0.44 
  23  0.34  0.37  0.52 
  24  0.77  0.39  0.52 
  25  0.29  0.45  0.77 
  26  0.34  0.65  0.77 
  27  0.37  0.68  0.77 
  28  0.38  0.72  0.77 
  29  0.47  0.98  0.77 
  30  0.39  1.28  0.77 
  31  0.36  1.43  0.77 
  32  0.37  0.87  0.77 
  33  0.43  1.36  0.77 
  34  0.42  1.30  0.77 
  35  0.79  1.20  0.77 
  36  0.51  0.70  0.79 
  37  0.44  0.89  0.79 
  38  0.81  1.16  0.79 
  39  0.73  1.43  0.81 
  40  0.57  1.60  0.81 
  41  0.55  1.75  0.81 
  42  0.53  1.93  0.81 
  43  1.18  1.90  0.81 
  44  1.13  2.00  1.18 
  45  0.75  1.63  1.18 
  46  0.67  1.81  1.18 
  47  1.16  1.94  1.18 
  48  0.67  1.17  1.18 
  49  0.85  1.41  1.18 
  50  0.62  1.20  1.18 
  51  0.62  1.03  1.18 
  52  0.88  0.96  1.18 
  53  0.84  1.16  1.18 
  54  0.98  1.29  1.18 
  55  0.93  1.09  1.18 
  56  0.83  1.12  1.18 
  57  1.10  0.93  1.18 
  58  0.88  0.62  1.18 
  59  1.00  0.65  1.18 
  60  0.55  0.55  1.18 
  61  1.00  0.59  1.18 
  62  1.00  0.36  1.18 
  63  0.84  0.25  1.18 
  64  0.63  0.22  1.18 
  65  1.25  0.29  1.18 
  66  1.30  0.33  1.25 
  67  1.18  0.41  1.30 
  68  0.73  0.65  1.30 
  69  1.13  0.49  1.30 
  70  1.41  0.54  1.30 
  71  1.06  0.52  1.41 
  72  2.05  0.56  1.41 
  73  1.95  0.45  2.05 
  74  0.78  0.25  2.05 
  75  1.01  0.77  2.05 
  76  1.01  0.30  2.05 
  77  1.18  0.60  2.05 
  78  1.09  0.76  2.05 
  79  1.44  0.61  2.05 
  80  1.10  0.58  2.05 
  81  1.44  0.55  2.05 
  82  1.04  0.52  2.05 
  83  0.82  0.50  2.05 
  84  1.62  0.59  2.05 
  85  1.42  0.72  2.05 
  86  1.79  0.59  2.05 
  87  0.73  1.09  2.05 
  88  1.12  0.17  2.05 
  89  3.07  0.35  2.05 
  90  0.97  0.57  3.07 
  91  0.59  0.54  3.07 
  92  1.27  0.49  3.07 
  93  1.00  0.54  3.07 
  94  1.02  0.72  3.07 
  95  1.47  0.57  3.07 
  96  1.68  0.60  3.07 
  97  2.32  0.35  3.07 
  98  1.84  0.51  3.07 
  99  1.49  0.90  3.07 
 100  1.26  1.77  3.07 
 101  0.89  0.63  3.07 
 102  1.45  1.01  3.07 
 103  1.55  0.50  3.07 
 104  0.83  0.77  3.07 
 105  1.79  1.48  3.07 
 106  2.15  1.21  3.07 
 107  1.18  1.16  3.07 
 108  1.49  1.76  3.07 
 109  1.58  1.29  3.07 
 110  1.07  1.02  3.07 
 111  3.77  1.91  3.07 
 112  1.40  2.93  3.77 
 113  1.25  1.33  3.77 
 114  1.70  2.79  3.77 
