Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.01  0.01 -100000000.00 
   1  0.02  0.01  0.01 
   2  0.01  0.02  0.02 
   3  0.01  0.02  0.02 
   4  0.05  0.02  0.02 
   5  0.05  0.03  0.05 
   6  0.02  0.05  0.05 
   7  0.03  0.04  0.05 
   8  0.12  0.04  0.05 
   9  0.05  0.05  0.12 
  10  0.02  0.04  0.12 
  11  0.09  0.04  0.12 
  12  0.08  0.05  0.12 
  13  0.11  0.06  0.12 
  14  0.25  0.07  0.12 
  15  0.04  0.08  0.25 
  16  0.05  0.12  0.25 
  17  0.08  0.17  0.25 
  18  0.35  0.13  0.25 
  19  0.07  0.13  0.35 
  20  0.10  0.20  0.35 
  21  0.08  0.22  0.35 
  22  0.31  0.40  0.35 
  23  0.07  0.52  0.35 
  24  0.28  0.56  0.35 
  25  0.10  0.65  0.35 
  26  0.20  0.40  0.35 
  27  0.11  0.47  0.35 
  28  0.07  0.63  0.35 
  29  0.17  0.59  0.35 
  30  0.15  0.48  0.35 
  31  0.24  0.47  0.35 
  32  0.09  0.58  0.35 
  33  0.32  0.57  0.35 
  34  0.08  0.49  0.35 
  35  0.25  0.45  0.35 
  36  0.27  0.55  0.35 
  37  0.14  0.56  0.35 
  38  0.14  0.56  0.35 
  39  0.13  0.57  0.35 
  40  0.30  0.55  0.35 
  41  0.50  0.51  0.35 
  42  0.18  0.52  0.50 
  43  0.57  0.55  0.50 
  44  0.48  0.59  0.57 
  45  0.28  0.66  0.57 
  46  0.21  0.79  0.57 
  47  0.26  0.75  0.57 
  48  0.55  0.95  0.57 
  49  0.36  0.89  0.57 
  50  0.35  0.95  0.57 
  51  0.32  1.01  0.57 
  52  0.28  1.04  0.57 
  53  0.35  1.02  0.57 
  54  0.31  0.94  0.57 
  55  0.39  0.98  0.57 
  56  0.25  1.21  0.57 
  57  0.43  1.18  0.57 
  58  0.39  1.24  0.57 
  59  0.43  0.92  0.57 
  60  0.11  1.01  0.57 
  61  0.21  0.99  0.57 
  62  0.39  0.90  0.57 
  63  0.33  1.06  0.57 
  64  0.30  1.28  0.57 
  65  0.39  1.02  0.57 
  66  0.47  0.93  0.57 
  67  0.22  0.95  0.57 
  68  0.43  0.80  0.57 
  69  0.41  0.82  0.57 
  70  0.35  0.83  0.57 
  71  0.38  0.67  0.57 
