Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.38  0.37 -100000000.00 
   1  0.38  0.37  0.38 
   2  0.38  0.37  0.38 
   3  0.39  0.37  0.38 
   4  0.38  0.37  0.39 
   5  0.39  0.37  0.39 
   6  0.38  0.37  0.39 
   7  0.38  0.37  0.39 
   8  0.38  0.37  0.39 
   9  0.38  0.38  0.39 
  10  0.38  0.37  0.39 
  11  0.38  0.37  0.39 
  12  0.40  0.37  0.39 
  13  0.38  0.38  0.40 
  14  0.41  0.38  0.40 
  15  0.38  0.38  0.41 
  16  0.39  0.39  0.41 
  17  0.39  0.39  0.41 
  18  0.39  0.38  0.41 
  19  0.39  0.38  0.41 
  20  0.39  0.39  0.41 
  21  0.43  0.39  0.41 
  22  0.41  0.38  0.43 
  23  0.38  0.38  0.43 
  24  0.46  0.38  0.43 
  25  0.38  0.38  0.46 
  26  0.38  0.38  0.46 
  27  0.38  0.38  0.46 
  28  0.38  0.38  0.46 
  29  0.38  0.38  0.46 
  30  0.41  0.38  0.46 
  31  0.38  0.38  0.46 
  32  0.39  0.39  0.46 
  33  0.39  0.39  0.46 
  34  0.38  0.39  0.46 
  35  0.38  0.37  0.46 
  36  0.41  0.38  0.46 
  37  0.41  0.37  0.46 
  38  0.39  0.38  0.46 
  39  0.40  0.37  0.46 
  40  0.38  0.37  0.46 
  41  0.46  0.37  0.46 
  42  0.39  0.37  0.46 
  43  0.39  0.37  0.46 
  44  0.41  0.37  0.46 
  45  0.39  0.38  0.46 
  46  0.42  0.38  0.46 
  47  0.40  0.38  0.46 
  48  0.41  0.37  0.46 
  49  0.40  0.37  0.46 
  50  0.38  0.37  0.46 
  51  0.40  0.38  0.46 
  52  0.40  0.37  0.46 
  53  0.43  0.37  0.46 
  54  0.41  0.38  0.46 
  55  0.39  0.38  0.46 
  56  0.40  0.42  0.46 
  57  0.37  0.45  0.46 
  58  0.41  0.44  0.46 
  59  0.42  0.46  0.46 
  60  0.38  0.47  0.46 
  61  0.46  0.51  0.46 
  62  0.39  0.56  0.46 
  63  0.43  0.46  0.46 
  64  0.38  0.46  0.46 
  65  0.40  0.44  0.46 
  66  0.45  1.39  0.46 
  67  0.39  1.02  0.46 
  68  0.49  0.95  0.46 
  69  0.44  0.60  0.49 
  70  0.41  0.55  0.49 
  71  0.47  0.48  0.49 
  72  0.93  0.47  0.49 
  73  0.41  0.38  0.93 
  74  0.47  0.38  0.93 
  75  0.41  0.38  0.93 
  76  0.57  0.38  0.93 
  77  0.47  0.38  0.93 
  78  0.42  0.38  0.93 
  79  0.53  0.38  0.93 
  80  0.42  0.38  0.93 
  81  0.48  0.38  0.93 
  82  0.46  0.37  0.93 
  83  0.46  0.38  0.93 
  84  0.49  0.38  0.93 
  85  0.45  0.38  0.93 
  86  0.72  0.38  0.93 
  87  0.52  0.38  0.93 
  88  0.45  0.38  0.93 
  89  0.51  0.37  0.93 
  90  0.55  0.38  0.93 
  91  0.52  0.38  0.93 
  92  0.52  0.40  0.93 
  93  0.54  0.38  0.93 
  94  0.55  0.38  0.93 
  95  0.51  0.38  0.93 
