Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.15  0.22 -100000000.00 
   1  0.07  0.15  0.15 
   2  0.07  0.15  0.15 
   3  0.14  0.23  0.15 
   4  0.16  0.31  0.15 
   5  0.39  0.27  0.16 
   6  0.16  0.14  0.39 
   7  0.09  0.13  0.39 
   8  0.33  0.15  0.39 
   9  0.18  0.14  0.39 
  10  0.15  0.13  0.39 
  11  0.13  0.15  0.39 
  12  0.14  0.23  0.39 
  13  0.17  0.14  0.39 
  14  0.29  0.44  0.39 
  15  0.26  0.42  0.39 
  16  0.21  0.42  0.39 
  17  0.34  0.27  0.39 
  18  0.47  0.60  0.39 
  19  0.33  0.86  0.47 
  20  0.22  0.78  0.47 
  21  0.21  1.46  0.47 
  22  0.39  1.27  0.47 
  23  0.14  0.81  0.47 
  24  0.26  0.33  0.47 
  25  0.15  0.17  0.47 
  26  0.13  0.23  0.47 
  27  0.16  1.03  0.47 
  28  0.34  1.56  0.47 
  29  0.16  1.99  0.47 
  30  0.24  1.94  0.47 
  31  0.09  1.94  0.47 
  32  0.28  1.76  0.47 
  33  0.23  1.78  0.47 
  34  0.20  2.53  0.47 
  35  0.18  1.48  0.47 
  36  0.29  2.04  0.47 
  37  0.16  1.13  0.47 
  38  0.27  1.31  0.47 
  39  0.37  1.16  0.47 
  40  0.17  1.31  0.47 
  41  0.40  3.22  0.47 
  42  0.49  1.24  0.47 
  43  0.24  4.05  0.49 
  44  0.59  3.63  0.49 
  45  0.29  2.62  0.59 
  46  0.23  3.18  0.59 
  47  0.22  1.16  0.59 
  48  0.30  0.76  0.59 
  49  0.81  0.75  0.59 
  50  0.41  0.76  0.81 
  51  0.21  0.65  0.81 
  52  0.61  3.15  0.81 
  53  1.13  3.33  0.81 
  54  0.68  1.23  1.13 
  55  0.25  1.00  1.13 
  56  0.19  0.77  1.13 
  57  0.63  2.79  1.13 
  58  0.41  1.30  1.13 
  59  0.52  1.56  1.13 
  60  0.68  1.51  1.13 
  61  0.87  1.17  1.13 
  62  0.59  2.28  1.13 
  63  0.24  2.06  1.13 
  64  0.52  2.61  1.13 
  65  2.24  3.51  1.13 
  66  1.85  2.09  2.24 
  67  0.36  2.70  2.24 
  68  0.43  4.52  2.24 
  69  0.53  3.55  2.24 
  70  0.20  2.12  2.24 
  71  0.81  2.03  2.24 
  72  2.06  4.07  2.24 
  73  0.55  4.22  2.24 
  74  0.62  1.09  2.24 
  75  1.30  1.57  2.24 
  76  0.56  3.00  2.24 
  77  0.42  2.15  2.24 
  78  1.41  1.68  2.24 
  79  0.34  1.98  2.24 
  80  1.06  2.82  2.24 
  81  2.21  2.17  2.24 
  82  0.27  2.25  2.24 
  83  0.97  1.35  2.24 
  84  0.82  0.66  2.24 
  85  1.74  3.26  2.24 
  86  0.84  2.04  2.24 
  87  0.83  3.60  2.24 
