Iter | Sampling Pol | Evaluation Pol | Best (Sampled) 
   0  0.23  0.23 -100000000.00 
   1  0.24  0.23  0.23 
   2  0.23  0.23  0.24 
   3  0.25  0.23  0.24 
   4  0.25  0.23  0.25 
   5  0.24  0.24  0.25 
   6  0.25  0.25  0.25 
   7  0.23  0.25  0.25 
   8  0.26  0.27  0.25 
   9  0.25  0.27  0.26 
  10  0.25  0.24  0.26 
  11  0.25  0.25  0.26 
  12  0.28  0.28  0.26 
  13  0.28  0.32  0.28 
  14  0.36  0.37  0.28 
  15  0.30  0.35  0.36 
  16  0.31  0.39  0.36 
  17  0.30  0.36  0.36 
  18  0.32  0.31  0.36 
  19  0.27  0.35  0.36 
  20  0.31  0.49  0.36 
  21  0.34  0.51  0.36 
  22  0.61  0.83  0.36 
  23  0.30  0.63  0.61 
  24  0.56  0.84  0.61 
  25  0.30  0.75  0.61 
  26  0.36  0.69  0.61 
  27  0.36  0.59  0.61 
  28  0.39  0.59  0.61 
  29  0.41  0.69  0.61 
  30  0.36  1.22  0.61 
  31  0.37  1.69  0.61 
  32  0.35  1.06  0.61 
  33  0.46  1.94  0.61 
  34  0.37  1.22  0.61 
  35  0.58  2.06  0.61 
  36  0.64  2.70  0.61 
  37  0.51  2.20  0.64 
  38  0.79  2.11  0.64 
  39  0.54  2.68  0.79 
  40  0.55  1.70  0.79 
  41  0.37  1.86  0.79 
  42  0.42  0.99  0.79 
  43  1.08  1.17  0.79 
  44  1.20  1.26  1.08 
  45  0.55  1.18  1.20 
  46  0.51  2.27  1.20 
  47  0.90  3.11  1.20 
  48  0.78  3.34  1.20 
  49  1.07  3.37  1.20 
  50  1.05  3.82  1.20 
  51  0.89  3.83  1.20 
  52  1.13  4.27  1.20 
  53  1.58  4.41  1.20 
  54  1.37  3.48  1.58 
  55  0.89  4.93  1.58 
  56  0.86  4.57  1.58 
  57  1.07  4.19  1.58 
  58  1.21  4.36  1.58 
  59  1.24  4.16  1.58 
  60  0.55  3.99  1.58 
  61  1.15  4.48  1.58 
  62  1.07  3.71  1.58 
  63  1.35  4.11  1.58 
  64  0.91  3.80  1.58 
  65  2.08  3.87  1.58 
  66  1.06  4.79  2.08 
  67  1.13  3.96  2.08 
  68  1.42  2.96  2.08 
  69  1.34  1.32  2.08 
  70  1.01  2.82  2.08 
  71  1.33  4.36  2.08 
  72  2.15  4.06  2.08 
  73  0.89  2.55  2.15 
  74  1.16  3.23  2.15 
  75  1.23  4.07  2.15 
  76  1.06  1.12  2.15 
  77  1.38  2.19  2.15 
  78  1.58  2.01  2.15 
  79  1.65  2.00  2.15 
  80  1.07  2.05  2.15 
  81  2.09  4.23  2.15 
  82  1.85  4.29  2.15 
  83  2.11  1.11  2.15 
  84  1.43  1.16  2.15 
  85  1.54  3.93  2.15 
  86  1.71  4.72  2.15 
  87  1.65  3.89  2.15 
  88  1.19  4.54  2.15 
  89  0.82  4.25  2.15 
  90  2.21  4.55  2.15 
  91  1.12  3.29  2.21 
  92  1.68  1.74  2.21 
  93  1.84  2.47  2.21 
  94  0.75  1.52  2.21 
  95  1.35  2.59  2.21 
  96  2.29  2.18  2.21 
  97  2.02  2.61  2.29 
  98  2.42  2.45  2.29 
  99  1.50  3.06  2.42 
 100  0.82  3.68  2.42 
 101  1.36  2.13  2.42 
 102  1.65  3.07  2.42 
 103  1.41  2.68  2.42 
 104  0.90  2.32  2.42 
 105  1.59  3.68  2.42 
 106  1.86  1.60  2.42 
 107  2.13  1.91  2.42 
 108  1.90  2.43  2.42 
 109  1.32  3.31  2.42 
 110  1.86  2.17  2.42 
 111  1.76  4.90  2.42 
 112  1.35  2.61  2.42 
 113  1.30  2.26  2.42 
 114  2.07  1.56  2.42 
 115  2.25  2.48  2.42 
 116  2.02  1.21  2.42 
 117  1.15  1.61  2.42 
 118  1.96  1.58  2.42 
 119  0.98  1.99  2.42 
 120  1.16  2.53  2.42 
 121  1.86  1.13  2.42 
 122  2.33  1.09  2.42 
 123  2.13  1.36  2.42 
 124  1.76  1.25  2.42 
 125  2.08  1.56  2.42 
 126  1.27  1.49  2.42 
 127  1.37  1.64  2.42 
 128  2.76  0.56  2.42 
 129  2.19  0.45  2.76 
 130  1.52  0.32  2.76 
 131  1.55  0.41  2.76 
 132  2.25  0.37  2.76 
 133  2.62  0.48  2.76 
 134  2.27  2.20  2.76 
 135  0.83  2.17  2.76 
 136  1.91  0.46  2.76 
 137  0.73  0.38  2.76 
 138  2.18  2.28  2.76 
 139  2.01  2.10  2.76 
 140  2.25  2.01  2.76 
 141  1.18  2.41  2.76 
 142  1.02  0.35  2.76 
 143  1.22  0.34  2.76 
 144  1.75  0.35  2.76 
 145  1.40  0.34  2.76 
 146  1.11  0.35  2.76 
 147  1.12  0.37  2.76 
 148  1.32  0.49  2.76 
 149  1.38  0.72  2.76 
 150  0.62  0.36  2.76 
 151  1.76  0.46  2.76 
 152  2.07  0.49  2.76 
 153  1.10  0.59  2.76 
 154  1.84  1.86  2.76 
 155  2.04  2.49  2.76 
 156  1.69  1.96  2.76 
 157  2.56  2.36  2.76 
 158  0.75  1.78  2.76 
 159  1.52  3.03  2.76 
 160  1.29  2.31  2.76 
 161  3.24  0.53  2.76 
 162  0.92  1.39  3.24 
 163  2.94  1.29  3.24 
 164  1.86  1.00  3.24 
 165  1.56  0.79  3.24 
 166  0.87  0.59  3.24 
 167  1.28  0.67  3.24 
 168  1.32  1.05  3.24 
 169  1.21  1.08  3.24 
 170  1.64  0.71  3.24 
 171  2.22  0.97  3.24 
 172  1.85  0.63  3.24 
 173  2.28  0.65  3.24 
 174  2.98  0.64  3.24 
 175  2.09  1.00  3.24 
 176  2.52  1.44  3.24 
 177  1.25  1.84  3.24 
 178  2.70  2.43  3.24 
 179  1.99  1.55  3.24 
 180  2.00  1.31  3.24 
 181  2.06  1.41  3.24 
 182  1.88  1.44  3.24 
 183  2.52  1.52  3.24 
 184  2.02  3.61  3.24 
 185  1.35  2.31  3.24 
 186  2.23  2.85  3.24 
 187  2.50  2.68  3.24 
 188  2.53  3.77  3.24 
 189  2.72  2.89  3.24 
 190  1.95  3.39  3.24 
 191  1.78  2.43  3.24 
 192  1.45  1.87  3.24 
 193  1.93  2.48  3.24 
 194  2.61  2.42  3.24 
 195  1.42  2.43  3.24 
 196  1.53  1.31  3.24 
 197  2.14  4.24  3.24 
 198  3.13  2.56  3.24 
 199  1.31  2.92  3.24 
 200  2.14  2.87  3.24 
 201  2.73  3.28  3.24 
 202  3.62  4.59  3.24 
 203  2.16  4.52  3.62 
 204  3.60  4.41  3.62 
 205  1.95  4.20  3.62 
 206  2.10  2.94  3.62 
 207  2.07  3.00  3.62 
 208  2.46  6.43  3.62 
 209  3.49  6.31  3.62 
 210  3.09  3.72  3.62 
 211  1.95  2.23  3.62 
 212  2.45  2.05  3.62 
 213  2.10  3.68  3.62 
 214  2.10  3.82  3.62 
 215  2.06  5.19  3.62 
 216  2.22  5.48  3.62 
 217  2.44  4.70  3.62 
 218  2.38  4.27  3.62 
 219  2.91  6.50  3.62 
 220  1.86  4.93  3.62 
 221  2.94  6.28  3.62 
 222  1.78  6.34  3.62 
 223  3.53  6.91  3.62 
 224  1.93  6.28  3.62 
 225  3.27  6.29  3.62 
 226  2.75  7.01  3.62 
 227  2.50  6.31  3.62 
 228  1.79  6.22  3.62 
 229  2.37  6.63  3.62 
 230  2.46  5.04  3.62 
 231  2.33  5.67  3.62 
 232  2.87  6.33  3.62 
 233  2.14  6.55  3.62 
 234  2.81  6.82  3.62 
 235  2.00  5.52  3.62 
 236  2.50  5.41  3.62 
 237  2.70  4.53  3.62 
 238  2.36  4.82  3.62 
 239  3.02  6.39  3.62 
 240  2.53  7.59  3.62 
 241  1.89  5.94  3.62 
 242  4.16  5.32  3.62 
 243  2.51  4.58  4.16 
 244  2.39  6.82  4.16 
 245  2.08  7.22  4.16 
 246  2.28  5.99  4.16 
 247  3.16  6.76  4.16 
 248  2.45  6.73  4.16 
 249  3.28  6.96  4.16 
 250  2.62  6.96  4.16 
 251  2.71  5.93  4.16 
 252  2.83  5.22  4.16 
 253  2.07  6.02  4.16 
 254  1.78  4.06  4.16 
 255  2.02  6.23  4.16 
